event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,Shamil Gaziev,Red,Heavyweight,0,Men,KO/TKO,4,5,300,Marc Goddard,0,127,215,0.59,140,230,0.61,0,1,0,0,0,1,14,5,36,187.96,109.77,198.12,Orthodox,3.44,2.78,0.49,0,0.47,0.75,0,0,0,22,68,0.32,27,75,0.36,1,7,0.14,0,0,272,12,1,34,193.04,120.2,198.12,Orthodox,2.63,4.73,0.44,0.14,0.42,1,0.5,0.53,0,105,147,0.27,113,155,0.25,-1,-6,-0.14,0,0,-271,2,4,2,-5.08,-10.43,0,0.81,-1.95,0.05,-0.14,0.05,-0.25,-0.5,-0.53
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,Tyson Pedro,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,27,75,0.36,33,82,0.4,3,5,0.6,0,0,324,11,0,26,187.96,92.99,195.58,Orthodox,2.74,2.49,0.45,0.68,0.45,0.71,0.8,3.86,0,30,60,0.5,33,64,0.52,0,2,0,0,0,10,10,5,32,190.5,92.99,200.66,Orthodox,2.9,2.39,0.59,0.3,0.56,0.5,0.8,0.76,0,-3,15,-0.14,0,18,-0.12,3,3,0.6,0,0,314,1,-5,-6,-2.54,0,-5.08,-0.16,0.1,-0.14,0.38,-0.11,0.21,0,3.1
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez,Muhammad Mokaev,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,30,87,0.34,47,114,0.41,0,0,0,0,0,224,24,8,32,167.64,56.7,165.1,Orthodox,4.12,3.14,0.46,0.44,0.59,0.82,1,2.26,0,47,104,0.45,56,119,0.47,3,20,0.15,0,0,269,12,0,23,170.18,56.7,177.8,Orthodox,1.53,1.36,0.48,0.41,0.57,0,1,5.75,0,-17,-17,-0.11,-9,-5,-0.06,-3,-20,-0.15,0,0,-45,12,8,9,-2.54,0,-12.7,2.59,1.78,-0.02,0.03,0.02,0.82,0,-3.49
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,Bekzat Almakhan,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,68,98,0.69,145,197,0.74,5,5,1,0,0,686,17,0,28,172.72,61.23,175.26,Orthodox,4.75,0.56,0.69,0.56,0.76,1,0.6,4.51,1,3,16,0.18,5,25,0.2,0,0,0,0,0,34,11,2,26,170.18,61.23,172.72,Orthodox,0.2,4.53,0.18,0,0.3,0,0,0,-1,65,82,0.51,140,172,0.54,5,5,1,0,0,652,6,-2,2,2.54,0,2.54,4.55,-3.97,0.51,0.56,0.46,1,0.6,4.51
UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell,Steve Erceg,Blue,Flyweight,0,Men,KO/TKO,2,3,26,Chris Tognoni,0,22,78,0.28,25,84,0.3,0,0,0,0,0,0,16,8,34,172.72,56.7,177.8,Orthodox,4.23,4.56,0.38,0.44,0.55,0.5,1,0.59,1,34,72,0.47,34,72,0.47,0,1,0,0,0,5,12,1,28,172.72,56.7,172.72,Orthodox,4.57,3.64,0.48,0.3,0.55,0.77,0.8,1.69,-1,-12,6,-0.19,-9,12,-0.17,0,-1,0,0,0,-5,4,7,6,0,0,5.08,-0.34,0.92,-0.1,0.14,0,-0.27,0.2,-1.1
UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,Jamie Pickett,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,23,59,0.38,83,147,0.56,5,13,0.38,0,0,608,16,8,36,185.42,83.91,190.5,Southpaw,3.41,4.17,0.47,0.26,0.5,0.79,0.1,1.79,1,20,55,0.36,26,64,0.41,0,0,0,0,0,16,13,11,35,187.96,83.91,203.2,Orthodox,2.65,3.62,0.47,0.4,0.5,0.67,0.1,1.26,-1,3,4,0.02,57,83,0.15,5,13,0.38,0,0,592,3,-3,1,-2.54,0,-12.7,0.76,0.55,0,-0.14,0,0.12,0,0.53
UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius Oliveira,Benardo Sopaj,Red,Bantamweight,0,Men,KO/TKO,3,3,281,Keith Peterson,1,67,144,0.46,88,170,0.52,2,4,0.5,0,0,96,20,3,28,175.26,61.23,177.8,Switch,5.42,2.94,0.47,0.5,0.5,0.4,0,1.69,0,45,86,0.52,92,146,0.63,3,4,0.75,0,0,268,11,3,23,167.64,61.23,167.64,Orthodox,3.06,4.56,0.52,0.75,0.53,0.5,0,3.06,1,22,58,-0.06,-4,24,-0.11,-1,0,-0.25,0,0,-172,9,0,5,7.62,0,10.16,2.36,-1.62,-0.05,-0.25,-0.03,-0.1,0,-1.37
UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi,Javid Basharat,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,75,174,0.43,77,176,0.44,0,0,0,0,0,13,11,2,36,172.72,61.23,172.72,Orthodox,3.43,3.61,0.43,0.16,0.71,0.79,0,0.2,0,67,205,0.32,67,205,0.33,0,4,0,0,0,0,14,1,28,175.26,61.23,175.26,Orthodox,5.42,2.97,0.53,0.4,0.62,0.85,0.2,1.7,0,8,-31,0.11,10,-29,0.11,0,-4,0,0,0,13,-3,1,8,-2.54,0,-2.54,-1.99,0.64,-0.1,-0.24,0.09,-0.06,-0.2,-1.5
UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,Claudio Ribeiro,Red,Middleweight,0,Men,KO/TKO,2,3,117,Mark Smith,0,65,92,0.7,75,105,0.71,1,2,0.5,0,0,135,10,1,28,187.96,83.91,200.66,Switch,5.96,3.82,0.62,0.14,0.5,0.5,0,0.45,0,4,26,0.15,13,39,0.33,0,0,0,0,0,63,11,5,31,185.42,83.91,195.58,Orthodox,3.59,4.9,0.51,0.5,0.3,0.66,0,0.56,0,61,66,0.55,62,66,0.38,1,2,0.5,0,0,72,-1,-4,-3,2.54,0,5.08,2.37,-1.08,0.11,-0.36,0.2,-0.16,0,-0.11
UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,AJ Cunningham,Red,Lightweight,0,Men,KO/TKO,1,3,276,Keith Peterson,1,60,91,0.65,63,95,0.66,2,3,0.66,0,0,27,21,4,29,170.18,70.31,182.88,Southpaw,3.96,3.74,0.55,0.47,0.53,0.83,0,1.77,0,36,75,0.48,36,77,0.47,0,0,0,0,0,26,11,4,29,177.8,70.31,180.34,Orthodox,7.66,11.9,0.29,0,0.48,0.33,0,0,1,24,16,0.17,27,18,0.19,2,3,0.66,0,0,1,10,0,0,-7.62,0,2.54,-3.7,-8.16,0.26,0.47,0.05,0.5,0,1.77
UFC Fight Night: Rozenstruik vs. Gaziev,Abdul-Kareem Al-Selwady,Loik Radzhabov,Blue,Lightweight,0,Men,KO/TKO,3,3,49,Chris Tognoni,0,38,68,0.55,50,84,0.6,3,7,0.42,0,0,164,15,4,28,172.72,70.31,175.26,Orthodox,4.14,3.6,0.34,0.3,0.59,0.2,0,2.32,1,39,90,0.43,57,115,0.5,4,5,0.8,0,0,87,18,5,33,180.34,70.31,175.26,Orthodox,2.93,4.73,0.42,0.57,0.45,0.55,0,6.73,-1,-1,-22,0.12,-7,-31,0.1,-1,2,-0.38,0,0,77,-3,-1,-5,-7.62,0,0,1.21,-1.13,-0.08,-0.27,0.14,-0.35,0,-4.41
UFC Fight Night: Moreno vs. Royval 2,Brandon Moreno,Brandon Royval,Blue,Flyweight,0,Men,Decision - Split,5,5,300,Herb Dean,0,112,211,0.53,119,219,0.54,3,5,0.6,0,0,174,21,8,30,170.18,56.7,177.8,Orthodox,3.87,3.63,0.44,0.46,0.59,0.63,0.5,1.74,0,145,510,0.28,177,556,0.32,1,2,0.5,0,0,35,16,7,31,175.26,56.7,172.72,Southpaw,4.33,3.42,0.36,0.6,0.46,0.4,1.1,0.47,0,-33,-299,0.25,-58,-337,0.22,2,3,0.1,0,0,139,5,1,-1,-5.08,0,5.08,-0.46,0.21,0.08,-0.14,0.13,0.23,-0.6,1.27
UFC Fight Night: Moreno vs. Royval 2,Yair Rodriguez,Brian Ortega,Blue,Featherweight,0,Men,Submission,3,5,58,Marc Goddard,1,55,115,0.47,64,135,0.47,0,1,0,0,0,92,16,5,31,180.34,65.77,180.34,Orthodox,4.65,3.99,0.46,0.27,0.52,0.58,0.7,0.69,0,28,73,0.38,47,104,0.45,3,6,0.5,1,0,321,16,3,33,172.72,65.77,175.26,Switch,4.07,6.54,0.38,0.27,0.49,0.57,1.2,1.17,1,27,42,0.09,17,31,0.02,-3,-5,-0.5,-1,0,-229,0,2,-2,7.62,0,5.08,0.58,-2.55,0.08,0,0.03,0.01,-0.5,-0.48
UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber,Francisco Prado,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,120,272,0.44,120,272,0.44,0,0,0,0,0,5,15,1,24,185.42,70.31,195.58,Switch,5.86,5.06,0.41,0.33,0.56,0.94,0.2,0.22,0,90,246,0.36,91,249,0.37,0,0,0,0,0,25,12,2,21,177.8,70.31,175.26,Orthodox,4.58,5.66,0.41,0,0.52,0.25,0.4,0,0,30,26,0.08,29,23,0.07,0,0,0,0,0,-20,3,-1,3,7.62,0,20.32,1.28,-0.6,0,0.33,0.04,0.69,-0.2,0.22
UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui,Sam Hughes,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Herb Dean,0,94,269,0.34,97,272,0.36,0,0,0,0,0,0,11,1,25,160.02,52.16,162.56,Orthodox,6.26,5.12,0.38,0,0.55,1,0,0,0,83,197,0.42,88,206,0.43,0,6,0,0,0,17,8,6,31,165.1,52.16,162.56,Orthodox,4.03,4.51,0.45,0.3,0.56,0.57,0,0.96,0,11,72,-0.08,9,66,-0.07,0,-6,0,0,0,-17,3,-5,-6,-5.08,0,0,2.23,0.61,-0.07,-0.3,-0.01,0.43,0,-0.96
UFC Fight Night: Moreno vs. Royval 2,Manuel Torres,Chris Duncan,Red,Lightweight,0,Men,Submission,1,3,106,Mike Beltran,0,3,5,0.6,5,7,0.71,2,2,1,1,0,42,15,2,29,177.8,70.31,185.42,Switch,8.14,3.15,0.58,0.66,0.56,0.88,1.6,3.26,0,1,2,0.5,1,2,0.5,1,3,0.33,0,0,40,11,2,30,177.8,70.31,180.34,Orthodox,4.88,3.65,0.46,0.38,0.49,0.33,0,3.85,0,2,3,0.1,4,5,0.21,1,-1,0.67,1,0,2,4,0,-1,0,0,5.08,3.26,-0.5,0.12,0.28,0.07,0.55,1.6,-0.59
UFC Fight Night: Moreno vs. Royval 2,Cristian Quinonez,Raoni Barcelos,Blue,Bantamweight,0,Men,Submission,3,3,124,Bladimir Puga,0,29,82,0.35,43,99,0.43,2,7,0.28,0,0,193,18,5,27,172.72,61.23,177.8,Orthodox,4.19,4.55,0.4,0.37,0.55,0.84,0,1.37,0,43,74,0.58,48,81,0.59,2,12,0.16,2,0,62,18,5,36,170.18,61.23,170.18,Orthodox,5.22,4.79,0.51,0.32,0.61,0.85,0.6,1.86,0,-14,8,-0.23,-5,18,-0.16,0,-5,0.12,-2,0,131,0,0,-9,2.54,0,7.62,-1.03,-0.24,-0.11,0.05,-0.06,-0.01,-0.6,-0.49
UFC Fight Night: Moreno vs. Royval 2,Jesus Aguilar,Mateus Mendonca,Red,Flyweight,0,Men,Decision - Split,3,3,300,Fernando Salas Navarro,0,19,36,0.52,38,62,0.61,1,4,0.25,1,1,291,10,2,28,162.56,56.7,157.48,Orthodox,1.49,1.11,0.5,0.33,0.59,0.4,1.4,1.9,0,18,40,0.45,43,90,0.48,4,8,0.5,1,0,524,10,3,25,167.64,56.7,180.34,Orthodox,1.66,4.14,0.4,0.27,0.3,0.55,0.4,2.54,0,1,-4,0.07,-5,-28,0.13,-3,-4,-0.25,0,1,-233,0,-1,3,-5.08,0,-22.86,-0.17,-3.03,0.1,0.06,0.29,-0.15,1,-0.64
UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez,Daniel Lacerda,Red,Flyweight,0,Men,Submission,1,3,137,Marc Goddard,0,9,15,0.6,9,15,0.6,0,0,0,1,0,0,11,5,28,170.18,56.7,180.34,Orthodox,2.69,4.1,0.48,0,0.43,0.41,1.7,0,0,4,17,0.23,7,22,0.32,1,1,1,0,0,41,11,6,27,167.64,56.7,177.8,Switch,3.95,8.28,0.45,0.5,0.34,0,1.2,2.32,0,5,-2,0.37,2,-7,0.28,-1,-1,-1,1,0,-41,0,-1,1,2.54,0,2.54,-1.26,-4.18,0.03,-0.5,0.09,0.41,0.5,-2.32
UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles,Fares Ziam,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,4,9,0.44,17,27,0.63,7,13,0.53,0,0,434,13,4,27,177.8,70.31,182.88,Southpaw,1.56,2.78,0.49,0.36,0.46,0.6,1.2,3.17,0,31,48,0.64,58,82,0.71,0,0,0,1,2,270,15,4,27,185.42,70.31,190.5,Orthodox,2.7,1.72,0.48,0.23,0.65,0.67,0.2,0.81,0,-27,-39,-0.2,-41,-55,-0.08,7,13,0.53,-1,-2,164,-2,0,0,-7.62,0,-7.62,-1.14,1.06,0.01,0.13,-0.19,-0.07,1,2.36
UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez,Denys Bondar,Red,Flyweight,0,Men,Submission,2,3,299,Mike Beltran,0,31,69,0.44,50,93,0.54,0,0,0,1,3,176,17,2,24,167.64,56.7,165.1,Orthodox,2,3.56,0.41,0.5,0.47,0.63,1.8,1.2,0,41,63,0.65,46,77,0.6,4,6,0.66,0,1,172,14,5,31,167.64,56.7,175.26,Orthodox,4.59,5.16,0.5,0.58,0.56,0.62,0,3.99,0,-10,6,-0.21,4,16,-0.06,-4,-6,-0.66,1,2,4,3,-3,-7,0,0,-10.16,-2.59,-1.6,-0.09,-0.08,-0.09,0.01,1.8,-2.79
UFC Fight Night: Moreno vs. Royval 2,Victor Altamirano,Felipe dos Santos,Blue,Flyweight,0,Men,Decision - Split,3,3,300,Bladimir Puga,0,40,74,0.54,52,97,0.54,9,11,0.81,0,0,302,12,4,33,172.72,56.7,177.8,Switch,4.55,3.7,0.57,0.39,0.54,0.63,0,3.43,0,37,87,0.42,62,120,0.52,0,0,0,1,0,51,8,1,23,170.18,56.7,177.8,Orthodox,4.53,5.07,0.34,0,0.4,0.16,0.5,0,0,3,-13,0.12,-10,-23,0.02,9,11,0.81,-1,0,251,4,3,10,2.54,0,0,0.02,-1.37,0.23,0.39,0.14,0.47,-0.5,3.43
UFC Fight Night: Moreno vs. Royval 2,Erik Silva,Muhammad Naimov,Blue,Featherweight,0,Men,KO/TKO,1,3,44,Fernando Salas Navarro,0,0,1,0,0,1,0,0,0,0,0,0,13,9,3,37,175.26,65.77,180.34,Orthodox,2.07,1.57,0.7,0.8,0.4,0.62,0,3.76,0,1,2,0.5,3,4,0.75,1,1,1,0,0,11,11,2,29,175.26,65.77,177.8,Orthodox,3.33,4.57,0.46,0.33,0.41,0.57,0,1.94,0,-1,-1,-0.5,-3,-3,-0.75,-1,-1,-1,0,0,2,-2,1,8,0,0,2.54,-1.26,-3,0.24,0.47,-0.01,0.05,0,1.82
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski,Ilia Topuria,Blue,UFC Featherweight Title,1,Men,KO/TKO,2,5,212,Jason Herzog,0,47,107,0.43,47,107,0.44,0,0,0,0,0,0,26,4,35,167.64,65.77,180.34,Orthodox,6.16,3.44,0.56,0.37,0.58,0.7,0.2,1.78,1,35,77,0.45,36,78,0.46,0,0,0,0,0,3,15,0,27,170.18,65.77,175.26,Orthodox,4.4,3.35,0.46,0.56,0.65,0.92,1.3,1.92,-1,12,30,-0.02,11,29,-0.02,0,0,0,0,0,-3,11,4,8,-2.54,0,5.08,1.76,0.09,0.1,-0.19,-0.07,-0.22,-1.1,-0.14
UFC 298: Volkanovski vs. Topuria,Robert Whittaker,Paulo Costa,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,95,175,0.54,95,175,0.54,0,1,0,0,0,0,26,7,33,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0,0.81,0,67,151,0.44,67,151,0.44,0,0,0,0,0,0,14,3,32,185.42,83.91,182.88,Orthodox,6.2,6.38,0.58,0.75,0.47,0.8,0,0.45,0,28,24,0.1,28,24,0.1,0,1,0,0,0,0,12,4,1,-2.54,0,2.54,-1.63,-2.93,-0.16,-0.37,0.12,0.02,0,0.36
UFC 298: Volkanovski vs. Topuria,Geoff Neal,Ian Machado Garry,Blue,Welterweight,0,Men,Decision - Split,3,3,300,Frank Trigg,0,46,89,0.51,57,102,0.56,0,0,0,0,0,225,15,6,33,180.34,77.11,190.5,Southpaw,4.97,5.47,0.5,0.44,0.57,0.87,0.1,0.46,0,67,135,0.49,80,148,0.54,0,0,0,0,0,12,14,0,26,190.5,77.11,187.96,Orthodox,6.27,3.49,0.55,0.75,0.53,0.69,0,0.55,0,-21,-46,0.02,-23,-46,0.02,0,0,0,0,0,213,1,6,7,-10.16,0,2.54,-1.3,1.98,-0.05,-0.31,0.04,0.18,0.1,-0.09
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili,Henry Cejudo,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Jonathan Romero,0,74,172,0.43,167,273,0.61,5,11,0.45,1,0,263,17,4,33,167.64,61.23,172.72,Orthodox,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,0,29,78,0.37,54,106,0.51,1,7,0.14,0,0,125,16,4,37,162.56,61.23,162.56,Orthodox,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99,0,45,94,0.06,113,167,0.1,4,4,0.31,1,0,138,1,0,-4,5.08,0,10.16,0.73,-0.92,-0.05,0.04,-0.03,0.05,0.1,4.44
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,Red,Middleweight,0,Men,Submission,2,3,203,Jason Herzog,0,34,77,0.44,39,82,0.48,3,14,0.21,2,0,245,12,2,30,182.88,83.91,190.5,Orthodox,4.3,3.46,0.59,0.49,0.45,0.63,3,6.62,0,35,57,0.61,41,63,0.65,0,0,0,0,0,0,12,3,32,182.88,83.91,190.5,Southpaw,4.66,4.1,0.54,0.5,0.6,0.87,0,0.42,0,-1,20,-0.17,-2,19,-0.17,3,14,0.21,2,0,245,0,-1,-2,0,0,0,-0.36,-0.64,0.05,-0.01,-0.15,-0.24,3,6.2
UFC 298: Volkanovski vs. Topuria,Amanda Lemos,Mackenzie Dern,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Mike Beltran,1,41,80,0.51,47,86,0.55,2,2,1,0,0,242,14,3,36,162.56,52.16,165.1,Southpaw,3.43,4.21,0.54,0.63,0.44,0.57,0.7,0.98,0,21,54,0.38,50,85,0.59,1,3,0.33,0,2,360,13,5,31,162.56,52.16,160.02,Orthodox,3.31,4.09,0.4,0.15,0.51,0.28,1.3,0.79,1,20,26,0.13,-3,1,-0.04,1,-1,0.67,0,-2,-118,1,-2,5,0,0,5.08,0.12,0.12,0.14,0.48,-0.07,0.29,-0.6,0.19
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima,Junior Tafa,Red,Heavyweight,0,Men,KO/TKO,2,3,74,Frank Trigg,1,33,46,0.71,63,78,0.81,1,3,0.33,0,0,206,22,10,38,185.42,114.76,190.5,Orthodox,3.7,2.9,0.57,0.45,0.51,0.59,0.5,1.4,0,11,27,0.4,17,33,0.52,0,0,0,0,0,0,5,2,27,190.5,108.86,190.5,Orthodox,1.81,1.86,0.4,0,0.5,0.81,0,0,1,22,19,0.31,46,45,0.29,1,3,0.33,0,0,206,17,8,11,-5.08,5.9,0,1.89,1.04,0.17,0.45,0.01,-0.22,0.5,1.4
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura,Carlos Vera,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Jonathan Romero,0,38,70,0.54,73,114,0.64,3,3,1,0,0,783,9,0,29,170.18,61.23,172.72,Southpaw,3.53,1.38,0.54,0.9,0.67,1,1.6,3.72,0,12,25,0.48,55,79,0.7,0,0,0,0,0,0,11,4,36,167.64,61.23,175.26,Orthodox,0.8,2.53,0.48,0,0.45,0,0,0,0,26,45,0.06,18,35,-0.06,3,3,1,0,0,783,-2,-4,-7,2.54,0,-2.54,2.73,-1.15,0.06,0.9,0.22,1,1.6,3.72
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,Red,Light Heavyweight,0,Men,KO/TKO,1,3,101,Mike Beltran,1,17,28,0.6,17,28,0.61,0,0,0,0,0,2,17,6,25,187.96,92.99,190.5,Orthodox,9.23,6.39,0.57,0,0.57,0,0,0,0,14,31,0.45,14,31,0.45,0,0,0,0,0,0,15,6,27,190.5,92.99,205.74,Orthodox,8.41,6.77,0.46,0,0.56,0,0,0,1,3,-3,0.15,3,-3,0.16,0,0,0,0,0,2,2,0,-2,-2.54,0,-15.24,0.82,-0.38,0.11,0,0.01,0,0,0
UFC 298: Volkanovski vs. Topuria,Josh Quinlan,Danny Barlow,Blue,Welterweight,0,Men,KO/TKO,3,3,78,Jason Herzog,0,39,90,0.43,39,90,0.43,0,1,0,0,0,0,6,2,31,182.88,77.11,182.88,Orthodox,3.59,6.91,0.42,0.11,0.49,0.6,0,0.51,1,95,185,0.51,96,186,0.52,0,0,0,0,0,13,8,0,28,187.96,77.11,200.66,Southpaw,8.8,3.65,0.52,0,0.57,1,0,0,-1,-56,-95,-0.08,-57,-96,-0.09,0,1,0,0,0,-13,-2,2,3,-5.08,0,-17.78,-5.21,3.26,-0.1,0.11,-0.08,-0.4,0,0.51
UFC 298: Volkanovski vs. Topuria,Oban Elliott,Val Woodburn,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Jonathan Romero,0,70,111,0.63,136,188,0.72,3,5,0.6,0,0,538,10,2,26,182.88,77.11,182.88,Orthodox,4.27,2.17,0.53,0.5,0.61,0,0,3.5,1,23,61,0.37,30,70,0.43,2,2,1,0,1,116,7,2,30,172.72,77.11,187.96,Orthodox,1.6,4.93,0.35,1,0.36,0.5,0,1.92,-1,47,50,0.26,106,118,0.29,1,3,-0.4,0,-1,422,3,0,-4,10.16,0,-5.08,2.67,-2.76,0.18,-0.5,0.25,-0.5,0,1.58
UFC 298: Volkanovski vs. Topuria,Andrea Lee,Miranda Maverick,Blue,Women's Flyweight,0,Women,Decision - Unanimous,3,3,300,Frank Trigg,0,36,102,0.35,59,126,0.47,2,3,0.66,1,0,42,13,9,35,167.64,56.7,175.26,Orthodox,4.69,3.76,0.46,0.58,0.62,0.55,0.6,1.85,0,66,136,0.48,106,180,0.59,3,8,0.37,0,0,185,15,5,26,160.02,56.7,165.1,Southpaw,3.8,2.6,0.47,0.46,0.59,0.4,0.4,2.49,0,-30,-34,-0.13,-47,-54,-0.12,-1,-5,0.29,1,0,-143,-2,4,9,7.62,0,10.16,0.89,1.16,-0.01,0.12,0.03,0.15,0.2,-0.64
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Mark Smith,0,121,235,0.51,188,327,0.57,1,2,0.5,0,0,188,24,8,35,185.42,83.91,195.58,Orthodox,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53,0,92,250,0.36,95,254,0.37,0,6,0,0,0,50,12,3,27,187.96,83.91,190.5,Orthodox,3.66,3.58,0.4,0.41,0.51,0.5,0.9,1.49,0,29,-15,0.15,93,73,0.2,1,-4,0.5,0,0,138,12,5,8,-2.54,0,5.08,1.43,0.11,0.04,-0.11,0.05,0.3,-0.5,0.04
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,Red,Featherweight,0,Men,KO/TKO,1,3,163,Jason Herzog,1,11,19,0.57,11,19,0.58,0,0,0,0,0,1,18,7,32,170.18,65.77,180.34,Orthodox,3.76,3.52,0.45,0.26,0.57,0.58,0.3,1.06,0,8,33,0.24,8,33,0.24,0,0,0,0,0,0,23,11,33,180.34,65.77,187.96,Orthodox,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,1,3,-14,0.33,3,-14,0.34,0,0,0,0,0,1,-5,-4,-1,-10.16,0,-7.62,-0.09,-0.59,0.08,-0.21,0.06,-0.11,0,-1.1
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek,Ihor Potieria,Blue,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,32,133,0.24,41,143,0.29,0,0,0,0,0,30,17,6,33,182.88,83.91,190.5,Orthodox,2.13,4.47,0.24,0,0.6,1,0,0,1,67,168,0.39,77,181,0.43,0,4,0,0,0,157,20,5,27,190.5,83.91,190.5,Southpaw,5.19,5.01,0.5,0,0.51,0.57,0,0,-1,-35,-35,-0.15,-36,-38,-0.14,0,-4,0,0,0,-127,-3,1,6,-7.62,0,0,-3.06,-0.54,-0.26,0,0.09,0.43,0,0
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares,Gregory Rodrigues,Blue,Middleweight,0,Men,KO/TKO,3,3,55,Jason Herzog,0,37,84,0.44,42,90,0.47,0,0,0,0,0,0,20,10,36,185.42,83.91,187.96,Orthodox,3.38,3.15,0.43,0.26,0.55,0.81,0,0.78,0,71,123,0.57,79,135,0.59,2,6,0.33,0,0,198,15,5,32,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1,0.5,2.46,0,-34,-39,-0.13,-37,-45,-0.12,-2,-6,-0.33,0,0,-198,5,5,4,-5.08,0,-2.54,-2.7,-2.15,-0.12,-0.19,0.04,-0.19,-0.5,-1.68
