event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night: Bisping vs Leites,Leon Edwards,Pawel Pawlak,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,1,36,71,0.5,73,110,0.66,0,4,0,0,0,423,22,3,32,187.96,77.11,187.96,Southpaw,2.75,2.34,0.53,0.34,0.54,0.7,0.4,1.25,0,24,78,0.3,65,120,0.54,0,4,0,0,0,20,12,3,35,182.88,77.11,185.42,Orthodox,1.67,2.22,0.33,0.37,0.53,0.7,0,1,1,12,-7,0.2,8,-10,0.12,0,0,0,0,0,403,10,0,-3,5.08,0,2.54,1.08,0.12,0.2,-0.03,0.01,0,0.4,0.25
UFC Fight Night: Bisping vs Leites,Stevie Ray,Leonardo Mafra,Red,Lightweight,0,Men,KO/TKO,1,3,150,Marc Goddard,1,19,41,0.46,19,41,0.46,0,0,0,0,0,2,23,9,34,177.8,70.31,177.8,Southpaw,3.73,2.93,0.44,0.46,0.54,0.55,0.6,0.75,0,23,40,0.57,24,41,0.59,0,0,0,0,0,0,13,4,34,177.8,70.31,177.8,Orthodox,4.55,4.38,0.48,0.83,0.43,0.69,0.4,2.12,1,-4,1,-0.11,-5,0,-0.13,0,0,0,0,0,2,10,5,0,0,0,0,-0.82,-1.45,-0.04,-0.37,0.11,-0.14,0.2,-1.37
UFC Fight Night: Bisping vs Leites,Paddy Holohan,Vaughan Lee,Red,Flyweight,0,Men,Decision - Unanimous,3,3,300,Neil Hall,0,28,75,0.37,60,108,0.56,1,3,0.33,2,1,472,12,2,35,177.8,56.7,175.26,Orthodox,2.13,2.81,0.46,0.47,0.46,0.71,1.3,2.88,0,27,51,0.52,52,79,0.66,0,0,0,1,0,72,14,13,41,167.64,56.7,167.64,Orthodox,3.47,2.07,0.47,0.33,0.7,0.72,1,0.81,0,1,24,-0.15,8,29,-0.1,1,3,0.33,1,1,400,-2,-11,-6,10.16,0,7.62,-1.34,0.74,-0.01,0.14,-0.24,-0.01,0.3,2.07
UFC Fight Night: Bisping vs Leites,Ilir Latifi,Hans Stringer,Red,Light Heavyweight,0,Men,KO/TKO,1,3,56,Grant Waterman,1,7,9,0.77,7,9,0.78,0,0,0,0,0,2,17,9,41,177.8,104.33,185.42,Orthodox,2.05,2.93,0.45,0.35,0.56,1,0.3,2.11,0,2,5,0.4,2,5,0.4,0,0,0,0,0,0,22,8,36,190.5,92.99,,Orthodox,3.16,2.84,0.61,0.36,0.41,0.62,0,2.4,1,5,4,0.37,5,4,0.38,0,0,0,0,0,2,-5,1,5,-12.7,11.34,,-1.11,0.09,-0.16,-0.01,0.15,0.38,0.3,-0.29
UFC Fight Night: Bisping vs Leites,Mickael Lebout,Teemu Packalen,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,43,85,0.5,68,112,0.61,0,1,0,0,2,413,16,7,36,180.34,70.31,185.42,Orthodox,2.6,2.98,0.34,0,0.54,0.6,0,0,0,35,61,0.57,41,70,0.59,3,11,0.27,1,0,194,8,3,36,185.42,70.31,190.5,Orthodox,2.57,3.91,0.54,0.25,0.47,1,1.5,2.31,0,8,24,-0.07,27,42,0.02,-3,-10,-0.27,-1,2,219,8,4,0,-5.08,0,-5.08,0.03,-0.93,-0.2,-0.25,0.07,-0.4,-1.5,-2.31
UFC Fight Night: Bisping vs Leites,Robert Whiteford,Paul Redmond,Red,Featherweight,0,Men,KO/TKO,1,3,184,Marc Goddard,1,20,37,0.54,22,39,0.56,0,1,0,0,0,4,14,4,40,175.26,65.77,175.26,Southpaw,2.33,1.99,0.46,0.3,0.62,0.45,0,1.9,0,11,31,0.35,11,31,0.35,0,0,0,0,0,0,12,7,37,177.8,65.77,,Orthodox,0.72,2.99,0.34,0,0.41,0.5,0,0,1,9,6,0.19,11,8,0.21,0,1,0,0,0,4,2,-3,3,-2.54,0,,1.61,-1,0.12,0.3,0.21,-0.05,0,1.9
UFC Fight Night: Bisping vs Leites,Marcus Brimage,Jimmie Rivera,Blue,Bantamweight,0,Men,KO/TKO,1,3,89,Neil Hall,0,9,17,0.52,9,17,0.53,0,0,0,0,0,0,7,7,38,162.56,61.23,180.34,Southpaw,3.97,3.64,0.35,1,0.56,0.8,0,0.56,1,15,27,0.55,15,27,0.56,0,0,0,0,0,1,23,5,34,162.56,61.23,172.72,Orthodox,4.03,3.9,0.4,0.27,0.6,0.92,0.1,0.88,-1,-6,-10,-0.03,-6,-10,-0.03,0,0,0,0,0,-1,-16,2,4,0,0,7.62,-0.06,-0.26,-0.05,0.73,-0.04,-0.12,-0.1,-0.32
UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk,Chris de la Rocha,Red,Heavyweight,0,Men,KO/TKO,1,3,48,Grant Waterman,1,15,20,0.75,15,20,0.75,0,0,0,0,0,0,19,8,41,182.88,112.04,187.96,Southpaw,3.09,3.29,0.57,0.26,0.47,0.68,0.1,0.56,0,1,12,0.08,1,12,0.08,0,0,0,0,0,2,5,3,44,190.5,113.4,203.2,Orthodox,4.08,6.37,0.45,0.3,0.43,0.33,1,2.02,1,14,8,0.67,14,8,0.67,0,0,0,0,0,-2,14,5,-3,-7.62,-1.36,-15.24,-0.99,-3.08,0.12,-0.04,0.04,0.35,-0.9,-1.46
UFC Fight Night: Mir vs Duffee,Frank Mir,Todd Duffee,Red,Heavyweight,0,Men,KO/TKO,1,5,73,John McCarthy,1,16,37,0.43,16,37,0.43,0,0,0,0,0,1,18,11,44,190.5,119.75,200.66,Southpaw,2.18,3.84,0.47,0.4,0.38,0.54,2,2.02,0,9,24,0.37,9,24,0.38,0,0,0,0,0,5,9,3,38,190.5,117.93,198.12,Orthodox,5.93,2.87,0.37,0.25,0.56,0.9,0,0.72,1,7,13,0.06,7,13,0.05,0,0,0,0,0,-4,9,8,6,0,1.82,2.54,-3.75,0.97,0.1,0.15,-0.18,-0.36,2,1.3
UFC Fight Night: Mir vs Duffee,Josh Thomson,Tony Ferguson,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,33,100,0.33,35,102,0.34,1,6,0.16,0,0,152,22,9,45,177.8,70.31,180.34,Orthodox,2.59,2.12,0.47,0.39,0.64,0.54,1.3,1.92,1,83,149,0.55,101,167,0.6,0,1,0,2,1,105,26,10,40,180.34,70.31,193.04,Orthodox,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,-1,-50,-49,-0.22,-66,-65,-0.26,1,5,0.16,-2,-1,47,-4,-1,5,-2.54,0,-12.7,-2.35,-2.29,0.02,0.04,0.09,-0.13,0.4,1.53
UFC Fight Night: Mir vs Duffee,Holly Holm,Marion Reneau,Red,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Jason Herzog,0,65,178,0.36,70,184,0.38,1,1,1,0,0,50,15,6,42,172.72,61.23,175.26,Southpaw,3.21,2.79,0.4,0.3,0.56,0.78,0.1,0.9,0,26,75,0.34,32,82,0.39,0,0,0,0,0,0,9,8,46,167.64,61.23,172.72,Orthodox,3.2,3.52,0.41,0.63,0.59,0.5,0.8,0.62,0,39,103,0.02,38,102,-0.01,1,1,1,0,0,50,6,-2,-4,5.08,0,2.54,0.01,-0.73,-0.01,-0.33,-0.03,0.28,-0.7,0.28
UFC Fight Night: Mir vs Duffee,Scott Jorgensen,Manvel Gamburyan,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,36,74,0.48,56,94,0.6,1,2,0.5,0,1,91,15,12,41,165.1,61.23,167.64,Orthodox,3.37,3.41,0.4,0.45,0.65,0.59,0.7,2.61,1,42,95,0.44,65,128,0.51,5,13,0.38,2,0,288,15,10,42,165.1,61.23,170.18,Orthodox,2.13,2.83,0.41,0.34,0.55,0.69,0.7,3.26,-1,-6,-21,0.04,-9,-34,0.09,-4,-11,0.12,-2,1,-197,0,2,-1,0,0,-2.54,1.24,0.58,-0.01,0.11,0.1,-0.1,0,-0.65
UFC Fight Night: Mir vs Duffee,Kevin Lee,James Moontasri,Red,Lightweight,0,Men,Submission,1,3,176,John McCarthy,0,9,28,0.32,9,28,0.32,1,2,0.5,1,0,68,18,8,31,175.26,77.11,195.58,Orthodox,3.88,3.6,0.42,0.43,0.5,0.75,0.8,3.18,0,6,18,0.33,6,18,0.33,0,0,0,0,0,6,9,5,35,177.8,77.11,180.34,Switch,2.39,3.86,0.48,0,0.4,0.79,0.2,0,0,3,10,-0.01,3,10,-0.01,1,2,0.5,1,0,62,9,3,-4,-2.54,0,15.24,1.49,-0.26,-0.06,0.43,0.1,-0.04,0.6,3.18
UFC Fight Night: Mir vs Duffee,Alan Jouban,Matt Dwyer,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,1,51,104,0.49,63,116,0.54,1,1,1,0,0,173,17,7,42,182.88,77.11,185.42,Southpaw,5.67,3.77,0.5,0.44,0.6,0.58,0.3,0.51,1,29,117,0.24,34,122,0.28,0,1,0,0,0,14,9,4,34,193.04,77.11,193.04,Orthodox,2.57,3.24,0.34,0.1,0.54,0.6,0,0.44,0,22,-13,0.25,29,-6,0.26,1,0,1,0,0,159,8,3,8,-10.16,0,-7.62,3.1,0.53,0.16,0.34,0.06,-0.02,0.3,0.07
UFC Fight Night: Mir vs Duffee,Sam Sicilia,Yaotzin Meza,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,12,41,0.29,33,66,0.5,2,2,1,4,0,506,15,8,38,172.72,65.77,170.18,Orthodox,2.46,3.55,0.33,0.43,0.59,0.7,0.9,1.45,0,18,37,0.48,39,60,0.65,1,9,0.11,1,0,90,21,11,43,175.26,65.77,180.34,Orthodox,1.43,1.62,0.41,0.2,0.64,0.18,1.4,1.06,0,-6,4,-0.19,-6,6,-0.15,1,-7,0.89,3,0,416,-6,-3,-5,-2.54,0,-10.16,1.03,1.93,-0.08,0.23,-0.05,0.52,-0.5,0.39
UFC Fight Night: Mir vs Duffee,Jessica Andrade,Sarah Moras,Red,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,John McCarthy,0,50,90,0.55,158,206,0.77,3,4,0.75,0,0,547,25,12,32,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,18,56,0.32,23,61,0.38,0,8,0,1,0,39,6,8,35,170.18,61.23,170.18,Orthodox,2.28,3.58,0.34,0.21,0.5,0.33,0.8,0.67,0,32,34,0.23,135,145,0.39,3,-4,0.75,-1,0,508,19,4,-3,-15.24,-9.07,-12.7,4.39,1.78,0.16,0.33,0.04,0.39,-0.4,1.78
UFC Fight Night: Mir vs Duffee,Rani Yahya,Masanori Kanehara,Red,Bantamweight,0,Men,Decision - Split,3,3,300,Jason Herzog,0,24,68,0.35,26,70,0.37,4,11,0.36,2,0,319,28,11,39,167.64,61.23,170.18,Orthodox,1.59,1.77,0.37,0.32,0.5,0.24,1.9,2.86,0,24,44,0.54,136,157,0.87,0,0,0,0,1,282,26,12,41,170.18,61.23,170.18,Orthodox,1.88,1.63,0.49,0.5,0.62,0.63,0.9,1.44,0,0,24,-0.19,-110,-87,-0.5,4,11,0.36,2,-1,37,2,-1,-2,-2.54,0,0,-0.29,0.14,-0.12,-0.18,-0.12,-0.39,1,1.42
UFC Fight Night: Mir vs Duffee,Igor Araujo,Sean Strickland,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,39,82,0.47,48,92,0.52,0,3,0,0,0,18,25,9,43,185.42,77.11,195.58,Orthodox,1.52,2.86,0.42,0.15,0.49,0.22,0.6,0.86,1,71,169,0.42,87,188,0.46,3,3,1,2,0,329,28,6,33,185.42,83.91,193.04,Orthodox,5.91,4.33,0.41,0.64,0.62,0.77,0.2,0.85,-1,-32,-87,0.05,-39,-96,0.06,-3,0,-1,-2,0,-311,-3,3,10,0,-6.8,2.54,-4.39,-1.47,0.01,-0.49,-0.13,-0.55,0.4,0.01
UFC Fight Night: Mir vs Duffee,Kevin Casey,Ildemar Alcantara,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,41,86,0.47,64,111,0.58,1,3,0.33,0,1,238,9,5,42,180.34,83.91,195.58,Southpaw,2.27,3.76,0.53,0.22,0.46,0.27,0.4,0.79,0,20,66,0.3,20,67,0.3,0,0,0,0,0,20,21,11,41,187.96,83.91,198.12,Orthodox,1.93,2.63,0.38,0.68,0.5,0.81,0.9,2,0,21,20,0.17,44,44,0.28,1,3,0.33,0,1,218,-12,-6,1,-7.62,0,-2.54,0.34,1.13,0.15,-0.46,-0.04,-0.54,-0.5,-1.21
UFC Fight Night: Mir vs Duffee,Andrew Craig,Lyman Good,Blue,Welterweight,0,Men,KO/TKO,2,3,217,Jason Herzog,0,20,97,0.2,24,101,0.24,0,0,0,0,0,29,9,4,38,185.42,77.11,193.04,Orthodox,2.39,3.01,0.4,0.37,0.5,0.72,0,0.53,1,55,106,0.51,64,115,0.56,0,0,0,0,0,26,21,6,38,182.88,77.11,187.96,Orthodox,5.34,4.01,0.48,1,0.63,0.75,0,0.27,-1,-35,-9,-0.31,-40,-14,-0.32,0,0,0,0,0,3,-12,-2,0,2.54,0,5.08,-2.95,-1,-0.08,-0.63,-0.13,-0.03,0,0.26
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jake Ellenberger,Stephen Thompson,Blue,Welterweight,0,Men,KO/TKO,1,5,269,John McCarthy,1,5,14,0.35,14,23,0.61,0,1,0,0,0,1,31,15,39,175.26,77.11,180.34,Orthodox,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,2,20,35,0.57,29,47,0.62,1,3,0.33,0,0,116,17,7,41,182.88,77.11,190.5,Orthodox,4.11,3.03,0.46,0.41,0.54,0.65,0,0.26,-1,-15,-21,-0.22,-15,-24,-0.01,-1,-2,-0.33,0,0,-115,14,8,-2,-7.62,0,-10.16,-1.64,-0.2,-0.07,0.06,0.06,0.21,0.4,1.78
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Kamaru Usman,Hayder Hassan,Red,Ultimate Fighter 21 Welterweight Tournament Title,1,Men,Submission,2,3,79,Herb Dean,0,15,26,0.57,31,43,0.72,6,8,0.75,1,0,311,20,4,36,182.88,77.11,193.04,Switch,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82,0,3,11,0.27,7,15,0.47,0,0,0,0,0,0,6,3,41,177.8,77.11,,,2.11,3.16,0.46,0,0.48,0.25,0,0,0,12,15,0.3,24,28,0.25,6,8,0.75,1,0,311,14,1,-5,5.08,0,,2.25,-0.42,0.06,0.45,0.06,0.64,0.1,2.82
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michael Graves,Vicente Luque,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Yves Lavigne,0,27,45,0.6,53,72,0.74,7,10,0.7,0,1,537,6,0,33,177.8,77.11,180.34,Orthodox,1.25,1.47,0.54,0.52,0.58,0.66,0.4,4.8,0,28,57,0.49,50,79,0.63,0,0,0,1,0,208,22,9,32,180.34,77.11,190.5,Orthodox,5.17,5.15,0.52,0.6,0.52,0.62,0.7,1.04,0,-1,-12,0.11,3,-7,0.11,7,10,0.7,-1,1,329,-16,-9,1,-2.54,0,-10.16,-3.92,-3.68,0.02,-0.08,0.06,0.04,-0.3,3.76
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jorge Masvidal,Cezar Ferreira,Red,Welterweight,0,Men,KO/TKO,1,3,262,John McCarthy,1,12,23,0.52,14,25,0.56,0,0,0,0,0,2,35,17,39,180.34,77.11,187.96,Orthodox,4.05,3.05,0.47,0.59,0.64,0.72,0.3,1.38,0,7,18,0.38,9,20,0.45,1,3,0.33,0,0,91,13,8,39,185.42,83.91,198.12,Southpaw,1.9,2.44,0.42,0.53,0.53,0.84,0.5,2.69,1,5,5,0.14,5,5,0.11,-1,-3,-0.33,0,0,-89,22,9,0,-5.08,-6.8,-10.16,2.15,0.61,0.05,0.06,0.11,-0.12,-0.2,-1.31
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Angela Magana,Michelle Waterson-Gomez,Blue,Women's Strawweight,0,Women,Submission,3,3,158,Herb Dean,0,8,24,0.33,19,36,0.53,1,1,1,1,0,475,11,9,40,154.94,52.16,165.1,Orthodox,1.53,4.92,0.28,0.25,0.42,0.28,0.4,0.4,0,47,60,0.78,102,120,0.85,3,3,1,4,0,117,18,12,38,160.02,52.16,157.48,Orthodox,3.56,4.19,0.46,0.32,0.49,0.7,0.7,1.42,0,-39,-36,-0.45,-83,-84,-0.32,-2,-2,0,-3,0,358,-7,-3,2,-5.08,0,7.62,-2.03,0.73,-0.18,-0.07,-0.07,-0.42,-0.3,-1.02
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco,Mike de la Torre,Red,Featherweight,0,Men,KO/TKO,1,3,16,Yves Lavigne,1,4,7,0.57,4,7,0.57,0,0,0,0,0,1,12,8,40,172.72,65.77,180.34,Orthodox,4.11,3.19,0.44,0.36,0.66,0.63,0.3,1.85,0,1,5,0.2,1,5,0.2,0,0,0,0,0,0,14,7,37,180.34,65.77,180.34,Orthodox,3.21,4.75,0.39,0.16,0.51,0.83,0,0.36,1,3,2,0.37,3,2,0.37,0,0,0,0,0,1,-2,1,3,-7.62,0,0,0.9,-1.56,0.05,0.2,0.15,-0.2,0.3,1.49
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Josh Samman,Caio Magalhaes,Red,Middleweight,0,Men,Submission,1,3,172,John McCarthy,0,12,19,0.63,21,28,0.75,0,0,0,1,0,70,13,4,36,190.5,83.91,200.66,Orthodox,2.08,2.47,0.52,0.33,0.34,0.33,0.4,1.09,0,3,8,0.37,5,10,0.5,0,0,0,0,0,0,10,3,36,185.42,83.91,185.42,Orthodox,2.27,2.78,0.4,0.15,0.56,0.58,1.6,1.05,0,9,11,0.26,16,18,0.25,0,0,0,1,0,70,3,1,0,5.08,0,15.24,-0.19,-0.31,0.12,0.18,-0.22,-0.25,-1.2,0.04
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Russell Doane,Jerrod Sanders,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,1,13,26,0.5,34,51,0.67,1,2,0.5,3,2,385,15,8,37,170.18,61.23,177.8,Orthodox,1.75,1.68,0.4,0.45,0.53,0.52,0.8,2.11,0,15,22,0.68,47,57,0.82,3,8,0.37,3,1,402,16,3,44,172.72,61.23,182.88,Orthodox,0.88,1.14,0.64,0.33,0.46,0.5,1.6,2.2,1,-2,4,-0.18,-13,-6,-0.15,-2,-6,0.13,0,1,-17,-1,5,-7,-2.54,0,-5.08,0.87,0.54,-0.24,0.12,0.07,0.02,-0.8,-0.09
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Dan Miller,Trevor Smith,Blue,Middleweight,0,Men,Decision - Unanimous,3,3,300,Kim Winslow,0,25,59,0.42,29,63,0.46,0,1,0,1,0,5,14,8,42,185.42,83.91,187.96,Orthodox,2.03,3.06,0.36,0.54,0.49,0.47,1.8,1.67,0,51,76,0.67,149,180,0.83,1,3,0.33,0,0,716,15,10,43,190.5,83.91,190.5,Orthodox,3.29,3.31,0.55,0.32,0.51,0.6,0.7,1.7,0,-26,-17,-0.25,-120,-117,-0.37,-1,-2,-0.33,1,0,-711,-1,-2,-1,-5.08,0,-2.54,-1.26,-0.25,-0.19,0.22,-0.02,-0.13,1.1,-0.03
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,George Sullivan,Dominic Waters,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Yves Lavigne,0,54,96,0.56,103,145,0.71,2,2,1,3,1,363,17,7,43,182.88,77.11,185.42,Orthodox,3.53,2.42,0.39,0.2,0.57,0.38,0.7,1.37,0,13,53,0.24,32,72,0.44,5,5,1,0,0,325,9,5,34,185.42,77.11,200.66,Orthodox,0.48,2.53,0.23,0.52,0.39,0.28,0,4.07,0,41,43,0.32,71,73,0.27,-3,-3,0,3,1,38,8,2,9,-2.54,0,-15.24,3.05,-0.11,0.16,-0.32,0.18,0.1,0.7,-2.7
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Darrell Montague,Willie Gates,Blue,Flyweight,0,Men,KO/TKO,1,3,96,Kim Winslow,0,4,13,0.3,4,13,0.31,0,1,0,0,0,0,13,5,36,167.64,56.7,170.18,Southpaw,1.92,5.38,0.25,0.25,0.52,0.33,1.4,0.72,1,19,33,0.57,21,35,0.6,0,0,0,0,0,13,12,7,37,172.72,56.7,182.88,Orthodox,1.8,4.28,0.38,0,0.38,0.67,0.4,0,-1,-15,-20,-0.27,-17,-22,-0.29,0,1,0,0,0,-13,1,-2,-1,-5.08,0,-12.7,0.12,1.1,-0.13,0.25,0.14,-0.34,1,0.72
UFC 189: Mendes vs McGregor,Chad Mendes,Conor McGregor,Blue,UFC Interim Featherweight Title,1,Men,KO/TKO,2,5,297,Herb Dean,0,31,48,0.64,36,53,0.68,4,7,0.57,0,0,317,18,5,38,167.64,65.77,167.64,Orthodox,2.78,2.35,0.49,0.55,0.67,1,0.3,4.13,1,46,92,0.5,74,120,0.62,0,0,0,0,0,4,22,6,35,175.26,70.31,187.96,Southpaw,5.32,4.66,0.49,0.55,0.54,0.66,0.1,0.67,-1,-15,-44,0.14,-38,-67,0.06,4,7,0.57,0,0,313,-4,-1,3,-7.62,-4.54,-20.32,-2.54,-2.31,0,0,0.13,0.34,0.2,3.46
UFC 189: Mendes vs McGregor,Robbie Lawler,Rory MacDonald,Red,UFC Welterweight Title,1,Men,KO/TKO,5,5,60,John McCarthy,1,70,156,0.44,76,163,0.47,0,0,0,0,0,11,30,16,42,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0,0.65,0,86,222,0.38,87,223,0.39,0,4,0,0,0,2,19,4,34,182.88,77.11,193.04,Orthodox,3.75,2.8,0.42,0.47,0.62,0.88,0.4,1.77,1,-16,-66,0.06,-11,-60,0.08,0,-4,0,0,0,9,11,12,8,-2.54,0,-5.08,0.1,1.87,0.05,0.17,-0.03,-0.23,-0.4,-1.12
UFC 189: Mendes vs McGregor,Dennis Bermudez,Jeremy Stephens,Blue,Featherweight,0,Men,KO/TKO,3,3,32,Marc Goddard,0,35,82,0.42,66,116,0.57,1,6,0.16,0,0,297,17,9,37,167.64,70.31,167.64,Orthodox,4.42,3.07,0.46,0.4,0.59,0.82,1.1,3.89,2,38,73,0.52,39,74,0.53,0,2,0,0,0,20,28,19,37,175.26,65.77,180.34,Orthodox,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,-2,-3,9,-0.1,27,42,0.04,1,4,0.16,0,0,277,-11,-10,0,-7.62,4.54,-12.7,1.25,0.02,0.06,0.02,0.01,0.17,0.7,2.73
UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,Red,Welterweight,0,Men,Submission,1,3,174,Herb Dean,1,6,8,0.75,20,24,0.83,0,0,0,1,0,85,19,5,35,180.34,77.11,182.88,Switch,1.84,3,0.61,0.59,0.49,0.66,1,1.9,0,8,14,0.57,8,14,0.57,0,0,0,0,0,0,11,5,38,187.96,77.11,187.96,Switch,2.7,3.63,0.42,0.66,0.52,0.5,0.7,1.36,1,-2,-6,0.18,12,10,0.26,0,0,0,1,0,85,8,0,-3,-7.62,0,-5.08,-0.86,-0.63,0.19,-0.07,-0.03,0.16,0.3,0.54
UFC 189: Mendes vs McGregor,Brad Pickett,Thomas Almeida,Blue,Bantamweight,0,Men,KO/TKO,2,3,29,John McCarthy,1,20,55,0.36,20,55,0.36,0,1,0,0,0,28,25,14,45,167.64,61.23,172.72,Orthodox,3.02,4.63,0.31,0.44,0.55,0.58,0.4,2.47,1,24,55,0.43,24,55,0.44,0,0,0,0,0,1,22,5,32,170.18,65.77,177.8,Southpaw,4.84,4.93,0.43,0.14,0.61,0.75,0,0.17,0,-4,0,-0.07,-4,0,-0.08,0,1,0,0,0,27,3,9,13,-2.54,-4.54,-5.08,-1.82,-0.3,-0.12,0.3,-0.06,-0.17,0.4,2.3
UFC 189: Mendes vs McGregor,Matt Brown,Tim Means,Red,Welterweight,0,Men,Submission,1,3,284,Marc Goddard,0,25,37,0.67,26,38,0.68,1,1,1,1,0,106,26,19,43,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,16,40,0.4,24,48,0.5,0,2,0,0,0,17,33,15,40,187.96,77.11,190.5,Orthodox,5.1,3.65,0.49,0.42,0.6,0.65,0.2,1.16,0,9,-3,0.27,2,-10,0.18,1,-1,1,1,0,89,-7,4,3,-5.08,0,0,-1.34,-0.73,0.06,0.04,-0.05,-0.02,1.1,0.52
UFC 189: Mendes vs McGregor,Mike Swick,Alex Garcia,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,19,94,0.2,45,124,0.36,0,0,0,0,0,9,15,6,44,185.42,77.11,195.58,Orthodox,2.36,2.29,0.37,0.5,0.54,0.61,0.6,1.06,0,24,102,0.23,55,136,0.4,5,5,1,0,0,362,15,6,36,175.26,77.11,182.88,Orthodox,1.81,3.03,0.31,0.52,0.59,0.66,0.1,3.72,0,-5,-8,-0.03,-10,-12,-0.04,-5,-5,-1,0,0,-353,0,0,8,10.16,0,12.7,0.55,-0.74,0.06,-0.02,-0.05,-0.05,0.5,-2.66
UFC 189: Mendes vs McGregor,Cathal Pendred,John Howard,Blue,Welterweight,0,Men,Decision - Split,3,3,300,John McCarthy,0,45,87,0.51,62,104,0.6,0,2,0,1,0,45,17,4,36,185.42,77.11,190.5,Orthodox,2.49,3.01,0.44,0.23,0.55,0.83,0.4,2.46,0,48,88,0.54,78,119,0.66,0,1,0,0,0,95,24,13,41,170.18,77.11,182.88,Orthodox,2.15,3.08,0.5,0.49,0.51,0.53,0.4,2.7,0,-3,-1,-0.03,-16,-15,-0.06,0,1,0,1,0,-50,-7,-9,-5,15.24,0,7.62,0.34,-0.07,-0.06,-0.26,0.04,0.3,0,-0.24
