event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height_in_cm,b_weight_in_kg,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,R_odds,B_odds,location,country,r_total_fights,b_total_fights,age_differential,experience_differential,reach_advantage_diff_in_cm,winner_name,weight_class_numeric,age_difference,experience_diff,reach_advantage_diff
UFC 158: St-Pierre vs Diaz,Antonio Carvalho,Darren Elkins,Blue,Featherweight,0,Men,KO/TKO,1,3,186,Yves Lavigne,0,9,27,0.33,13,31,0.42,0,0,0,0,0,6,15,6,44,175.26,65.77,177.8,Orthodox,3.03,3.62,0.29,0,0.64,1,0,0,1,14,54,0.25,19,59,0.32,0,2,0,0,0,21,28,11,39,177.8,65.77,180.34,Orthodox,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,-1,-5,-27,0.08,-6,-28,0.1,0,-2,0,0,0,-15,-13,-5,5,-2.54,0,-2.54,-0.41,0.35,-0.09,-0.35,0.12,0.44,-1.1,-2.85,3/16/2013,210,-230,"Montreal, Quebec, Canada",Canada,2,6,5,4,-2.54,Darren Elkins,145,5,4,-2.54
UFC 158: St-Pierre vs Diaz,Dan Miller,Jordan Mein,Blue,Welterweight,0,Men,KO/TKO,1,3,282,Marc-Andre Cote,0,11,37,0.29,11,37,0.3,1,1,1,1,0,33,14,8,42,185.42,83.91,187.96,Orthodox,2.03,3.06,0.36,0.54,0.49,0.47,1.8,1.67,1,29,53,0.54,29,53,0.55,0,0,0,0,0,18,31,12,34,182.88,77.11,185.42,Orthodox,3.35,2.55,0.44,0.58,0.69,0.66,0.2,1.56,-1,-18,-16,-0.25,-18,-16,-0.25,1,1,1,1,0,15,-17,-4,8,2.54,6.8,2.54,-1.32,0.51,-0.08,-0.04,-0.2,-0.19,1.6,0.11,3/16/2013,250,-300,"Montreal, Quebec, Canada",Canada,1,3,8,2,2.54,Jordan Mein,170,8,2,2.54
UFC 158: St-Pierre vs Diaz,John Makdessi,Daron Cruickshank,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,86,195,0.44,88,197,0.45,0,0,0,0,0,11,18,9,38,172.72,70.31,172.72,Orthodox,5.52,4.15,0.49,0,0.68,0.86,0,0,0,51,198,0.25,51,198,0.26,0,4,0,0,0,2,18,10,38,172.72,70.31,182.88,Switch,2.88,2.98,0.38,0.41,0.57,0.6,0.2,2.04,0,35,-3,0.19,37,-1,0.19,0,-4,0,0,0,9,0,-1,0,0,0,-10.16,2.64,1.17,0.11,-0.41,0.11,0.26,-0.2,-2.04,3/16/2013,-130,120,"Montreal, Quebec, Canada",Canada,7,5,0,2,-10.16,John Makdessi,155,0,2,-10.16
UFC 158: St-Pierre vs Diaz,Rick Story,Quinn Mulhern,Red,Welterweight,0,Men,KO/TKO,1,3,185,Marc-Andre Cote,1,20,49,0.4,26,55,0.47,1,1,1,0,0,7,19,9,39,175.26,77.11,180.34,Southpaw,3.8,2.17,0.41,0.48,0.62,0.63,0.9,2.53,0,9,50,0.18,9,51,0.18,0,1,0,0,0,0,18,4,39,190.5,70.31,NA,Orthodox,1.48,2.09,0.28,0.2,0.51,0.33,0,1.36,1,11,-1,0.22,17,4,0.29,1,0,1,0,0,7,1,5,0,-15.24,6.8,NA,2.32,0.08,0.13,0.28,0.11,0.3,0.9,1.17,3/16/2013,-370,330,"Montreal, Quebec, Canada",Canada,6,1,0,5,NA,Rick Story,170,0,5,NA
UFC 158: St-Pierre vs Diaz,TJ Dillashaw,Issei Tamura,Red,Bantamweight,0,Men,KO/TKO,2,3,26,Yves Lavigne,1,30,57,0.52,39,66,0.59,2,3,0.66,0,0,175,18,5,38,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,0,11,20,0.55,17,28,0.61,0,1,0,0,0,0,10,8,40,165.1,61.23,160.02,Orthodox,1.89,4.58,0.53,0.25,0.44,0.33,0,0.92,1,19,37,-0.03,22,38,-0.02,2,2,0.66,0,0,175,8,-3,-2,2.54,0,10.16,3.2,-1.11,-0.12,0.05,0.18,0.44,0.8,0.64,3/16/2013,-660,540,"Montreal, Quebec, Canada",Canada,7,0,2,7,10.16,TJ Dillashaw,135,2,7,10.16
UFC 158: St-Pierre vs Diaz,George Roop,Reuben Duran,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Philippe Chartier,0,33,75,0.44,125,174,0.72,2,3,0.66,1,0,263,15,13,42,185.42,61.23,182.88,Orthodox,3.43,2.47,0.34,0.57,0.6,0.59,0.1,1.05,0,30,56,0.53,56,82,0.68,1,6,0.16,0,0,451,11,7,40,170.18,61.23,180.34,Orthodox,3.19,2.61,0.49,0.23,0.5,0.25,0.7,0.98,0,3,19,-0.09,69,92,0.04,1,-3,0.5,1,0,-188,4,6,2,15.24,0,2.54,0.24,-0.14,-0.15,0.34,0.1,0.34,-0.6,0.07,3/16/2013,110,-120,"Montreal, Quebec, Canada",Canada,3,1,2,2,2.54,George Roop,135,2,2,2.54
UFC on FUEL TV: Silva vs. Stann,Wanderlei Silva,Brian Stann,Red,Light Heavyweight,0,Men,KO/TKO,2,5,248,Marc Goddard,2,43,83,0.51,49,97,0.51,0,2,0,0,0,37,35,13,47,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,1,43,76,0.56,65,103,0.63,0,0,0,0,0,54,12,6,43,185.42,92.99,187.96,Orthodox,3.28,2.65,0.42,0.12,0.59,0.6,0.3,0.12,1,0,7,-0.05,-16,-6,-0.12,0,2,0,0,0,-17,23,7,4,-5.08,0,0,-0.49,-0.46,-0.02,0.41,0.01,0.02,0.3,0.85,3/2/2013,270,-300,"Saitama, Japan",Japan,1,2,4,1,0,Wanderlei Silva,205,4,1,0
UFC on FUEL TV: Silva vs. Stann,Stefan Struve,Mark Hunt,Blue,Heavyweight,0,Men,KO/TKO,3,3,104,Herb Dean,0,24,67,0.35,56,116,0.48,0,0,0,1,1,125,33,13,36,210.82,120.2,213.36,Orthodox,3.12,4.04,0.47,0.46,0.46,0.55,1.7,0.56,1,47,82,0.57,61,100,0.61,1,2,0.5,0,1,238,13,14,50,177.8,120.2,182.88,Orthodox,2.81,2.9,0.43,0.55,0.51,0.64,0.2,0.51,-1,-23,-15,-0.22,-5,16,-0.13,-1,-2,-0.5,1,0,-113,20,-1,-14,33.02,0,30.48,0.31,1.14,0.04,-0.09,-0.05,-0.09,1.5,0.05,3/2/2013,-205,188,"Saitama, Japan",Japan,8,7,14,0,30.48,Mark Hunt,265,14,1,30.48
UFC on FUEL TV: Silva vs. Stann,Takanori Gomi,Diego Sanchez,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Marc Goddard,0,81,180,0.45,81,180,0.45,0,0,0,0,0,3,35,14,45,170.18,70.31,177.8,Southpaw,3.81,3.52,0.41,0.65,0.6,0.63,0.8,1.23,0,65,145,0.44,68,149,0.46,2,5,0.4,1,0,20,31,13,42,177.8,77.11,182.88,Southpaw,2.69,3.02,0.37,0.24,0.56,0.46,0.8,1.51,0,16,35,0.01,13,31,-0.01,-2,-5,-0.4,-1,0,-17,4,1,3,-7.62,-6.8,-5.08,1.12,0.5,0.04,0.41,0.04,0.17,0,-0.28,3/2/2013,211,-231,"Saitama, Japan",Japan,3,8,3,5,-5.08,Diego Sanchez,155,3,5,-5.08
UFC on FUEL TV: Silva vs. Stann,Yushin Okami,Hector Lombard,Red,Middleweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,37,89,0.41,65,120,0.54,3,5,0.6,0,0,261,34,12,42,187.96,77.11,190.5,Southpaw,2.06,2.25,0.38,0.39,0.6,0.84,0.5,1.98,0,45,89,0.5,109,158,0.69,0,3,0,0,0,230,34,10,46,175.26,83.91,180.34,Southpaw,3.02,3.35,0.46,0.48,0.53,0.77,0.5,1.69,0,-8,0,-0.09,-44,-38,-0.15,3,2,0.6,0,0,31,0,2,-4,12.7,-6.8,10.16,-0.96,-1.1,-0.08,-0.09,0.07,0.07,0,0.29,3/2/2013,185,-200,"Saitama, Japan",Japan,4,5,4,1,10.16,Yushin Okami,185,4,1,10.16
UFC on FUEL TV: Silva vs. Stann,Mizuto Hirota,Rani Yahya,Blue,Featherweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,4,14,0.28,39,56,0.7,1,1,1,0,0,189,18,10,42,170.18,70.31,170.18,Orthodox,3.36,3.5,0.4,0.5,0.54,0.58,0.1,1.36,0,13,29,0.44,105,122,0.86,5,12,0.41,1,0,539,28,11,39,167.64,61.23,170.18,Orthodox,1.59,1.77,0.37,0.32,0.5,0.24,1.9,2.86,0,-9,-15,-0.16,-66,-66,-0.16,-4,-11,0.59,-1,0,-350,-10,-1,3,2.54,9.08,0,1.77,1.73,0.03,0.18,0.04,0.34,-1.8,-1.5,3/2/2013,-150,140,"Saitama, Japan",Japan,3,5,3,2,0,Rani Yahya,145,3,2,0
UFC on FUEL TV: Silva vs. Stann,Dong Hyun Kim,Siyar Bahadurzada,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,23,58,0.39,182,221,0.82,3,6,0.5,1,0,674,22,4,42,187.96,77.11,193.04,Southpaw,2.12,1.89,0.49,0.43,0.58,0.71,0.6,2.93,0,5,24,0.2,25,45,0.56,0,0,0,0,0,2,24,8,39,180.34,77.11,185.42,Orthodox,2.91,3.23,0.4,0.61,0.49,0.62,0.3,1.32,0,18,34,0.19,157,176,0.26,3,6,0.5,1,0,672,-2,-4,3,7.62,0,7.62,-0.79,-1.34,0.09,-0.18,0.09,0.09,0.3,1.61,3/2/2013,-170,160,"Saitama, Japan",Japan,7,2,3,5,7.62,Dong Hyun Kim,170,3,5,7.62
UFC on FUEL TV: Silva vs. Stann,Riki Fukuda,Brad Tavares,Blue,Middleweight,0,Men,Decision - Unanimous,3,3,300,Thomas Fan,0,69,172,0.4,75,182,0.41,1,1,1,0,0,59,24,9,43,182.88,83.91,185.42,Southpaw,4.24,3.71,0.43,0.43,0.64,0.7,0,2.17,0,116,254,0.45,131,270,0.49,0,0,0,0,0,0,20,10,36,185.42,83.91,187.96,Orthodox,3.38,3.15,0.43,0.26,0.55,0.81,0,0.78,0,-47,-82,-0.05,-56,-88,-0.08,1,1,1,0,0,59,4,-1,7,-2.54,0,-2.54,0.86,0.56,0,0.17,0.09,-0.11,0,1.39,3/2/2013,110,-120,"Saitama, Japan",Japan,3,5,7,2,-2.54,Brad Tavares,185,7,2,-2.54
UFC on FUEL TV: Silva vs. Stann,Takeya Mizugaki,Bryan Caraway,Red,Bantamweight,0,Men,Decision - Split,3,3,300,Marc Goddard,0,67,117,0.57,117,168,0.7,0,1,0,0,0,12,21,11,40,170.18,61.23,175.26,Orthodox,3.37,3.27,0.37,0.57,0.57,0.7,0.1,1.46,0,37,89,0.41,69,125,0.55,2,12,0.16,1,0,346,21,9,39,172.72,61.23,172.72,Orthodox,2.53,3.61,0.34,0.25,0.54,0.8,0.8,2.57,0,30,28,0.16,48,43,0.15,-2,-11,-0.16,-1,0,-334,0,2,1,-2.54,0,2.54,0.84,-0.34,0.03,0.32,0.03,-0.1,-0.7,-1.11,3/2/2013,-215,195,"Saitama, Japan",Japan,4,3,1,1,2.54,Takeya Mizugaki,135,1,1,2.54
UFC on FUEL TV: Silva vs. Stann,Cristiano Marcello,Kazuki Tokudome,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Thomas Fan,0,33,76,0.43,67,117,0.57,1,4,0.25,0,0,55,13,6,46,175.26,70.31,182.88,Orthodox,2.56,3.61,0.33,0.11,0.58,0.2,0.9,0.44,1,33,77,0.42,90,178,0.51,2,2,1,0,0,506,18,7,37,180.34,70.31,185.42,Southpaw,2.26,3.63,0.41,0.38,0.53,0.78,0,2,-1,0,-1,0.01,-23,-61,0.06,-1,2,-0.75,0,0,-451,-5,-1,9,-5.08,0,-2.54,0.3,-0.02,-0.08,-0.27,0.05,-0.58,0.9,-1.56,3/2/2013,105,-115,"Saitama, Japan",Japan,2,0,9,1,-2.54,Kazuki Tokudome,155,9,2,-2.54
UFC on FUEL TV: Silva vs. Stann,Marcelo Guimaraes,Hyun Gyu Lim,Blue,Welterweight,0,Men,KO/TKO,2,3,240,Thomas Fan,0,47,99,0.47,53,116,0.46,2,12,0.16,0,0,64,9,2,40,182.88,83.91,185.42,Orthodox,4.67,4.41,0.51,0.13,0.62,0,0,1.99,1,62,134,0.46,63,135,0.47,0,0,0,0,0,2,13,7,39,190.5,77.11,195.58,Orthodox,4.45,5.07,0.41,1,0.51,0.73,0.2,0.23,-1,-15,-35,0.01,-10,-19,-0.01,2,12,0.16,0,0,62,-4,-5,1,-7.62,6.8,-10.16,0.22,-0.66,0.1,-0.87,0.11,-0.73,-0.2,1.76,3/2/2013,248,-270,"Saitama, Japan",Japan,0,1,1,1,-10.16,Hyun Gyu Lim,170,1,1,-10.16
UFC 157: Rousey vs Carmouche,Ronda Rousey,Liz Carmouche,Red,Women's Bantamweight,1,Women,Submission,1,5,289,John McCarthy,0,7,14,0.5,41,50,0.82,1,1,1,1,0,227,12,2,37,170.18,61.23,167.64,Orthodox,4.17,4.14,0.52,0.68,0.44,0.5,4.8,6.26,0,4,6,0.66,22,24,0.92,0,0,0,1,0,52,13,7,40,167.64,56.7,167.64,Orthodox,2.78,2.51,0.54,0.51,0.61,0.65,0.3,2.57,0,3,8,-0.16,19,26,-0.1,1,1,1,0,0,175,-1,-5,-3,2.54,4.53,0,1.39,1.63,-0.02,0.17,-0.17,-0.15,4.5,3.69,2/23/2013,-900,700,"Anaheim, California, USA",USA,4,1,3,3,0,Ronda Rousey,135,3,3,0
UFC 157: Rousey vs Carmouche,Lyoto Machida,Dan Henderson,Red,Light Heavyweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,27,54,0.5,28,55,0.51,1,1,1,0,0,5,24,8,45,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,20,64,0.31,54,98,0.55,1,3,0.33,0,0,113,32,15,53,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,0,7,-10,0.19,-26,-43,-0.04,0,-2,0.67,0,0,-108,-8,-7,-8,5.08,0,0,0.15,-1.13,0.06,0.13,0.1,0.18,0.1,-0.31,2/23/2013,-192,177,"Anaheim, California, USA",USA,5,5,8,3,0,Lyoto Machida,205,8,0,0
UFC 157: Rousey vs Carmouche,Urijah Faber,Ivan Menjivar,Red,Bantamweight,0,Men,Submission,1,3,274,Jason Herzog,0,17,24,0.7,29,36,0.81,0,0,0,1,1,242,35,11,44,167.64,61.23,170.18,Orthodox,2.65,2.59,0.4,0.3,0.64,0.58,0.8,1.54,0,3,7,0.42,19,23,0.83,1,1,1,0,0,4,25,12,41,167.64,65.77,162.56,Orthodox,2.78,2.76,0.37,0.28,0.65,0.38,1,0.56,0,14,17,0.28,10,13,-0.02,-1,-1,-1,1,1,238,10,-1,3,0,-4.54,7.62,-0.13,-0.17,0.03,0.02,-0.01,0.2,-0.2,0.98,2/23/2013,-350,318,"Anaheim, California, USA",USA,6,2,3,4,7.62,Urijah Faber,135,3,4,7.62
UFC 157: Rousey vs Carmouche,Court McGee,Josh Neer,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,166,334,0.49,198,368,0.54,2,5,0.4,0,0,288,22,12,39,180.34,77.11,190.5,Orthodox,4.63,3.68,0.37,0.25,0.6,0.69,0.4,1.89,0,63,152,0.41,71,160,0.44,0,0,0,0,0,4,36,16,41,180.34,77.11,182.88,Orthodox,3.29,3.63,0.46,0.34,0.58,0.46,1.3,1.09,0,103,182,0.08,127,208,0.1,2,5,0.4,0,0,284,-14,-4,-2,0,0,7.62,1.34,0.05,-0.09,-0.09,0.02,0.23,-0.9,0.8,2/23/2013,-370,330,"Anaheim, California, USA",USA,7,3,2,4,7.62,Court McGee,170,2,4,7.62
UFC 157: Rousey vs Carmouche,Josh Koscheck,Robbie Lawler,Blue,Welterweight,0,Men,KO/TKO,1,3,237,Herb Dean,0,2,4,0.5,5,7,0.71,2,6,0.33,0,0,194,17,11,46,177.8,77.11,185.42,Orthodox,1.79,2.27,0.36,0.48,0.63,0.64,0.4,2.46,0,9,15,0.6,16,22,0.73,0,0,0,0,0,14,30,16,42,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0,0.65,0,-7,-11,-0.1,-11,-15,-0.02,2,6,0.33,0,0,180,-13,-5,4,-2.54,0,-2.54,-2.06,-2.4,-0.11,-0.16,0.04,-0.01,0.4,1.81,2/23/2013,-310,280,"Anaheim, California, USA",USA,2,5,4,3,-2.54,Robbie Lawler,170,4,3,-2.54
UFC 157: Rousey vs Carmouche,Brendan Schaub,Lavar Johnson,Red,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,18,31,0.58,77,108,0.71,5,8,0.62,1,1,722,10,5,41,193.04,111.13,198.12,Orthodox,2.92,2.22,0.37,0.46,0.57,0.72,0.4,2.32,0,36,52,0.69,170,213,0.8,1,1,1,0,0,55,18,10,46,193.04,108.86,208.28,Orthodox,5.39,2.54,0.55,0.66,0.55,0.54,0.6,0.61,0,-18,-21,-0.11,-93,-105,-0.09,4,7,-0.38,1,1,667,-8,-5,-5,0,2.27,-10.16,-2.47,-0.32,-0.18,-0.2,0.02,0.18,-0.2,1.71,2/23/2013,-105,-105,"Anaheim, California, USA",USA,2,1,5,1,-10.16,Brendan Schaub,265,5,1,-10.16
UFC 157: Rousey vs Carmouche,Michael Chiesa,Anton Kuivanen,Red,Lightweight,0,Men,Submission,2,3,149,John McCarthy,0,5,50,0.1,9,54,0.17,1,5,0.2,2,0,128,18,7,36,185.42,77.11,190.5,Southpaw,1.87,1.7,0.4,0.5,0.54,0.6,1,3.33,0,18,55,0.32,18,55,0.33,0,0,0,0,0,51,24,10,39,172.72,70.31,182.88,Orthodox,2.27,1.63,0.38,1,0.67,0.71,0.4,1.2,0,-13,-5,-0.22,-9,-1,-0.16,1,5,0.2,2,0,77,-6,-3,-3,12.7,6.8,7.62,-0.4,0.07,0.02,-0.5,-0.13,-0.11,0.6,2.13,2/23/2013,-190,175,"Anaheim, California, USA",USA,3,1,3,2,7.62,Michael Chiesa,155,3,2,7.62
UFC 157: Rousey vs Carmouche,Dennis Bermudez,Matt Grice,Red,Featherweight,0,Men,Decision - Split,3,3,300,Herb Dean,1,120,209,0.57,181,277,0.65,0,9,0,2,0,324,17,9,37,167.64,70.31,167.64,Orthodox,4.42,3.07,0.46,0.4,0.59,0.82,1.1,3.89,1,82,162,0.5,91,171,0.53,1,12,0.08,0,0,135,15,5,42,172.72,65.77,177.8,Orthodox,4.09,2.69,0.53,0.37,0.56,0.82,0.5,2.19,0,38,47,0.07,90,106,0.12,-1,-3,-0.08,2,0,189,2,4,-5,-5.08,4.54,-10.16,0.33,0.38,-0.07,0.03,0.03,0,0.6,1.7,2/23/2013,-410,365,"Anaheim, California, USA",USA,4,0,5,4,-10.16,Dennis Bermudez,145,5,4,-10.16
UFC 157: Rousey vs Carmouche,Sam Stout,Caros Fodor,Red,Lightweight,0,Men,Decision - Split,3,3,300,Jason Herzog,0,46,120,0.38,86,164,0.52,1,3,0.33,0,0,399,20,12,39,175.26,70.31,177.8,Orthodox,4.17,4.08,0.28,0.38,0.57,0.77,0.1,0.63,0,47,92,0.51,80,127,0.63,3,13,0.23,0,0,127,11,6,40,175.26,70.31,187.96,Orthodox,2.76,2.83,0.54,0.25,0.54,0.5,0,2.1,0,-1,28,-0.13,6,37,-0.11,-2,-10,0.1,0,0,272,9,6,-1,0,0,-10.16,1.41,1.25,-0.26,0.13,0.03,0.27,0.1,-1.47,2/23/2013,150,-160,"Anaheim, California, USA",USA,3,0,1,3,-10.16,Sam Stout,155,1,3,-10.16
UFC 157: Rousey vs Carmouche,Kenny Robertson,Brock Jardine,Red,Welterweight,0,Men,Submission,1,3,177,John McCarthy,0,9,13,0.69,27,32,0.84,1,1,1,2,0,155,15,5,40,177.8,77.11,187.96,Orthodox,3.72,3.02,0.47,0.26,0.52,0.57,0.8,1.37,0,1,3,0.33,1,3,0.33,0,0,0,1,0,0,12,6,38,180.34,77.11,NA,Orthodox,1.06,3.34,0.3,0,0.56,0.14,0.8,0,0,8,10,0.36,26,29,0.51,1,1,1,1,0,155,3,-1,2,-2.54,0,NA,2.66,-0.32,0.17,0.26,-0.04,0.43,0,1.37,2/23/2013,135,-145,"Anaheim, California, USA",USA,1,0,2,1,NA,Kenny Robertson,170,2,1,NA
UFC 157: Rousey vs Carmouche,Jon Manley,Neil Magny,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,17,85,0.2,35,112,0.31,1,13,0.07,0,0,327,9,4,37,185.42,77.11,NA,Orthodox,1.13,4.33,0.2,0.07,0.45,0.2,0,1,0,65,120,0.54,97,158,0.61,4,5,0.8,0,1,308,29,12,36,190.5,77.11,203.2,Orthodox,3.47,2.42,0.46,0.4,0.52,0.54,0.3,2.17,0,-48,-35,-0.34,-62,-46,-0.3,-3,8,-0.73,0,-1,19,-20,-8,1,-5.08,0,NA,-2.34,1.91,-0.26,-0.33,-0.07,-0.34,-0.3,-1.17,2/23/2013,135,-145,"Anaheim, California, USA",USA,0,6,1,6,NA,Neil Magny,170,1,6,NA
UFC 157: Rousey vs Carmouche,Nah-Shon Burrell,Yuri Villefort,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,121,216,0.56,126,222,0.57,0,0,0,1,1,139,15,7,34,180.34,77.11,NA,Orthodox,4.83,3.45,0.47,0,0.56,0.52,0.3,0,0,48,112,0.42,49,114,0.43,3,6,0.5,1,1,171,10,5,33,182.88,77.11,185.42,Orthodox,3.18,5.42,0.43,0.35,0.55,0.4,0.3,2,0,73,104,0.14,77,108,0.14,-3,-6,-0.5,0,0,-32,5,2,1,-2.54,0,NA,1.65,-1.97,0.04,-0.35,0.01,0.12,0,-2,2/23/2013,145,-155,"Anaheim, California, USA",USA,0,0,1,0,NA,Nah-Shon Burrell,170,1,0,NA
UFC on FUEL TV: Barao vs McDonald,Renan Barao,Michael McDonald,Red,Bantamweight,1,Men,Submission,4,5,237,Marc Goddard,0,36,112,0.32,43,121,0.36,4,10,0.4,1,0,238,34,9,37,167.64,65.77,177.8,Orthodox,3.78,3.9,0.36,0.41,0.57,0.91,0.5,1.49,0,26,92,0.28,29,95,0.31,0,1,0,0,0,0,17,4,33,175.26,61.23,177.8,Orthodox,2.69,2.76,0.42,0.66,0.57,0.52,1.4,1.09,0,10,20,0.04,14,26,0.05,4,9,0.4,1,0,238,17,5,4,-7.62,4.54,0,1.09,1.14,-0.06,-0.25,0,0.39,-0.9,0.4,2/16/2013,-295,265,"London, England, United Kingdom",United Kingdom,4,3,4,1,0,Renan Barao,135,4,1,0
UFC on FUEL TV: Barao vs McDonald,Cub Swanson,Dustin Poirier,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Kevin Mulhall,0,58,126,0.46,80,150,0.53,2,2,1,0,0,181,29,13,40,172.72,65.77,177.8,Orthodox,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,0,58,140,0.41,70,158,0.44,2,9,0.22,0,0,242,30,8,35,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,0,-14,0.05,10,-8,0.09,0,-7,0.78,0,0,-61,-1,5,5,-2.54,-4.54,-5.08,-0.75,-0.52,-0.01,0.16,0.06,-0.02,-1,-0.24,2/16/2013,100,-110,"London, England, United Kingdom",United Kingdom,5,7,5,0,-5.08,Cub Swanson,145,5,2,-5.08
UFC on FUEL TV: Barao vs McDonald,Jimi Manuwa,Cyrille Diabate,Red,Light Heavyweight,0,Men,TKO - Doctor's Stoppage,1,3,300,Leon Roberts,0,18,36,0.5,18,36,0.5,3,3,1,0,0,142,17,6,44,185.42,92.99,200.66,Orthodox,3.43,3.97,0.54,0.18,0.49,0.7,0.4,0.53,0,9,14,0.64,11,16,0.69,0,0,0,0,0,19,19,10,50,198.12,92.99,205.74,Southpaw,4.06,1.78,0.71,0.83,0.6,0.53,0.2,1.17,0,9,22,-0.14,7,20,-0.19,3,3,1,0,0,123,-2,-4,-6,-12.7,0,-5.08,-0.63,2.19,-0.17,-0.65,-0.11,0.17,0.2,-0.64,2/16/2013,-200,185,"London, England, United Kingdom",United Kingdom,3,2,6,0,-5.08,Jimi Manuwa,205,6,1,-5.08
UFC on FUEL TV: Barao vs McDonald,Gunnar Nelson,Jorge Santiago,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,42,80,0.52,47,86,0.55,2,4,0.5,0,0,338,19,5,35,180.34,77.11,182.88,Switch,1.84,3,0.61,0.59,0.49,0.66,1,1.9,0,43,123,0.34,52,134,0.39,0,0,0,0,0,12,25,12,43,185.42,77.11,190.5,Orthodox,1.69,2.62,0.35,0.3,0.56,0.52,0.8,0.58,0,-1,-43,0.18,-5,-48,0.16,2,4,0.5,0,0,326,-6,-7,-8,-5.08,0,-7.62,0.15,0.38,0.26,0.29,-0.07,0.14,0.2,1.32,2/16/2013,-330,300,"London, England, United Kingdom",United Kingdom,3,1,8,2,-7.62,Gunnar Nelson,170,8,2,-7.62
UFC on FUEL TV: Barao vs McDonald,James Te Huna,Ryan Jimmo,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,49,79,0.62,121,166,0.73,2,5,0.4,0,0,398,16,9,42,187.96,83.91,190.5,Orthodox,4.04,2.99,0.51,0.37,0.62,0.58,0.2,2.75,1,34,52,0.65,56,77,0.73,0,2,0,0,0,381,19,5,42,185.42,92.99,185.42,Orthodox,3.12,2.77,0.66,0.28,0.46,0.87,0,0.45,-1,15,27,-0.03,65,89,0,2,3,0.4,0,0,17,-3,4,0,2.54,-9.08,5.08,0.92,0.22,-0.15,0.09,0.16,-0.29,0.2,2.3,2/16/2013,-230,190,"London, England, United Kingdom",United Kingdom,1,1,0,0,5.08,James Te Huna,205,0,0,5.08
