event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height_in_cm,b_weight_in_kg,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,R_odds,B_odds,location,country,r_total_fights,b_total_fights,age_differential,experience_differential,reach_advantage_diff_in_cm,winner_name,weight_class_numeric,age_difference,experience_diff,reach_advantage_diff
UFC Fight Night: Swanson vs. Ortega,Eryk Anders,Markus Perez,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,79,141,0.56,104,171,0.61,2,4,0.5,0,0,472,16,8,36,185.42,83.91,190.5,Southpaw,3.41,4.17,0.47,0.26,0.5,0.79,0.1,1.79,0,30,60,0.5,41,72,0.57,2,5,0.4,1,0,49,12,5,35,185.42,83.91,185.42,Orthodox,2.6,3.72,0.47,0.25,0.52,0.77,1,0.81,0,49,81,0.06,63,99,0.04,0,-1,0.1,-1,0,423,4,3,1,0,0,5.08,0.81,0.45,0,0.01,-0.02,0.02,-0.9,0.98,12/9/2017,-470,375,"Fresno, California, USA",USA,2,1,1,1,5.08,Eryk Anders,185,1,1,5.08
UFC Fight Night: Swanson vs. Ortega,Albert Morales,Benito Lopez,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Mike Bell,0,78,198,0.39,109,252,0.43,0,1,0,0,0,182,7,4,32,175.26,61.23,182.88,Orthodox,3.81,3.96,0.35,0.35,0.56,0.7,0.2,0.91,1,78,187,0.41,79,188,0.42,0,0,0,1,0,53,10,2,29,177.8,61.23,185.42,Switch,4.39,5.18,0.45,0,0.56,0.73,0.3,0,-1,0,11,-0.02,30,64,0.01,0,1,0,-1,0,129,-3,2,3,-2.54,0,-2.54,-0.58,-1.22,-0.1,0.35,0,-0.03,-0.1,0.91,12/9/2017,105,-125,"Fresno, California, USA",USA,1,0,3,1,-2.54,Benito Lopez,135,3,1,-2.54
UFC Fight Night: Swanson vs. Ortega,Alexis Davis,Liz Carmouche,Red,Women's Flyweight,0,Women,Decision - Split,3,3,300,Frank Trigg,0,23,63,0.36,132,182,0.73,1,3,0.33,2,1,350,21,11,39,167.64,61.23,172.72,Orthodox,4.63,4.45,0.49,0.44,0.54,0.34,0.7,0.95,0,49,71,0.69,191,215,0.89,4,4,1,0,0,393,13,7,40,167.64,56.7,167.64,Orthodox,2.78,2.51,0.54,0.51,0.61,0.65,0.3,2.57,0,-26,-8,-0.33,-59,-33,-0.16,-3,-1,-0.67,2,1,-43,8,4,-1,0,4.53,5.08,1.85,1.94,-0.05,-0.07,-0.07,-0.31,0.4,-1.62,12/9/2017,105,-125,"Fresno, California, USA",USA,1,0,1,1,5.08,Alexis Davis,125,1,1,5.08
UFC Fight Night: Swanson vs. Ortega,Luke Sanders,Andre Soukhamthath,Blue,Bantamweight,0,Men,KO/TKO,2,3,66,Josh Rosenthal,0,23,67,0.34,37,82,0.45,0,1,0,0,0,109,13,5,38,167.64,61.23,170.18,Southpaw,6.61,4.37,0.52,0.3,0.5,0.72,0.2,0.71,1,20,49,0.4,23,52,0.44,0,0,0,0,0,0,13,8,35,175.26,61.23,177.8,Orthodox,2.77,4.31,0.44,0.53,0.49,0.58,0.2,1.25,-1,3,18,-0.06,14,30,0.01,0,1,0,0,0,109,0,-3,3,-7.62,0,-7.62,3.84,0.06,0.08,-0.23,0.01,0.14,0,-0.54,12/9/2017,-345,285,"Fresno, California, USA",USA,1,1,3,0,-7.62,Andre Soukhamthath,135,3,0,-7.62
UFC Fight Night: Swanson vs. Ortega,Carls John De Tomas,Alex Perez,Blue,Bantamweight,0,Men,Submission,2,3,114,Mark Lawley,0,8,28,0.28,9,29,0.31,0,2,0,0,0,55,6,2,27,165.1,56.7,180.34,Southpaw,1.74,3.93,0.37,0.33,0.44,0.66,0,1.37,0,24,40,0.6,42,62,0.68,2,4,0.5,3,0,218,24,8,32,167.64,56.7,165.1,Orthodox,4.12,3.14,0.46,0.44,0.59,0.82,1,2.26,0,-16,-12,-0.32,-33,-33,-0.37,-2,-2,-0.5,-3,0,-163,-18,-6,-5,-2.54,0,15.24,-2.38,0.79,-0.09,-0.11,-0.15,-0.16,-1,-0.89,12/9/2017,335,-420,"Fresno, California, USA",USA,0,2,5,2,15.24,Alex Perez,135,5,2,15.24
UFC Fight Night: Swanson vs. Ortega,Frankie Saenz,Merab Dvalishvili,Red,Bantamweight,0,Men,Decision - Split,3,3,300,Frank Trigg,0,58,106,0.54,66,115,0.57,0,3,0,0,0,19,13,7,43,167.64,61.23,167.64,Orthodox,3.94,3.5,0.47,0.31,0.52,0.61,0.1,1.74,0,47,118,0.39,104,180,0.58,11,23,0.47,0,0,466,17,4,33,167.64,61.23,172.72,Orthodox,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,0,11,-12,0.15,-38,-65,-0.01,-11,-20,-0.47,0,0,-447,-4,3,10,0,0,-5.08,-0.56,1.13,0.06,-0.05,-0.05,-0.19,-0.2,-4.69,12/9/2017,165,-190,"Fresno, California, USA",USA,2,0,10,2,-5.08,Frankie Saenz,135,10,2,-5.08
UFC Fight Night: Swanson vs. Ortega,Alejandro Perez,Iuri Alcantara,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Josh Rosenthal,0,35,97,0.36,38,100,0.38,0,3,0,0,0,55,23,9,34,167.64,61.23,170.18,Orthodox,3.45,3.18,0.35,0.22,0.61,0.7,0.3,0.54,0,38,99,0.38,39,100,0.39,0,3,0,0,0,9,35,10,43,175.26,61.23,180.34,Southpaw,2.72,2.79,0.45,0.62,0.49,0.6,0.8,1.44,0,-3,-2,-0.02,-1,0,-0.01,0,0,0,0,0,46,-12,-1,-9,-7.62,0,-10.16,0.73,0.39,-0.1,-0.4,0.12,0.1,-0.5,-0.9,12/9/2017,155,-175,"Fresno, California, USA",USA,1,3,9,2,-10.16,Alejandro Perez,135,9,2,-10.16
UFC Fight Night: Swanson vs. Ortega,Chris Gruetzemacher,Davi Ramos,Blue,Lightweight,0,Men,Submission,3,3,50,Mark Lawley,0,46,97,0.47,57,110,0.52,0,0,0,0,0,15,15,5,37,172.72,70.31,172.72,Orthodox,6.18,4.96,0.57,0.5,0.52,0.65,0,0.21,0,55,124,0.44,65,136,0.48,5,9,0.55,1,0,233,10,4,37,167.64,70.31,177.8,Orthodox,2.64,3.44,0.37,0.4,0.56,0.83,0.6,1.95,0,-9,-27,0.03,-8,-26,0.04,-5,-9,-0.55,-1,0,-218,5,1,0,5.08,0,-5.08,3.54,1.52,0.2,0.1,-0.04,-0.18,-0.6,-1.74,12/9/2017,325,-400,"Fresno, California, USA",USA,1,1,0,0,-5.08,Davi Ramos,155,0,0,-5.08
UFC Fight Night: Swanson vs. Ortega,Antonio Braga Neto,Trevin Giles,Blue,Middleweight,0,Men,KO/TKO,3,3,147,Frank Trigg,0,18,73,0.24,26,86,0.3,2,5,0.4,0,0,194,9,3,36,190.5,83.91,195.58,Orthodox,1.36,3.92,0.33,0.37,0.45,0,0.5,3.07,1,70,113,0.61,77,120,0.64,0,0,0,0,0,24,16,6,31,182.88,77.11,187.96,Orthodox,3.27,2.22,0.55,0.5,0.58,0.71,0.3,1.19,-1,-52,-40,-0.37,-51,-34,-0.34,2,5,0.4,0,0,170,-7,-3,5,7.62,6.8,7.62,-1.91,1.7,-0.22,-0.13,-0.13,-0.71,0.2,1.88,12/9/2017,230,-270,"Fresno, California, USA",USA,0,0,5,0,7.62,Trevin Giles,185,5,0,7.62
UFC 218: Holloway vs. Aldo 2,Max Holloway,Jose Aldo,Red,Featherweight,1,Men,KO/TKO,3,5,291,Herb Dean,0,174,397,0.43,181,406,0.45,0,0,0,0,0,47,25,7,32,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,87,163,0.53,89,165,0.54,0,1,0,0,0,2,31,8,37,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,0,87,234,-0.1,92,241,-0.09,0,-1,0,0,0,45,-6,-1,-5,10.16,4.54,-2.54,3.6,1.01,0.01,-0.01,-0.01,-0.07,0.2,-0.22,12/2/2017,-260,220,"Detroit, Michigan, USA",USA,5,5,5,2,-2.54,Max Holloway,145,5,0,-2.54
UFC 218: Holloway vs. Aldo 2,Alistair Overeem,Francis Ngannou,Blue,Heavyweight,0,Men,KO/TKO,1,3,102,Dan Miragliotta,0,1,4,0.25,1,4,0.25,0,1,0,0,0,0,47,19,43,193.04,120.2,203.2,Orthodox,3.67,2.44,0.64,0.55,0.57,0.73,0.8,1.42,1,6,14,0.42,11,20,0.55,0,0,0,0,0,63,17,3,37,193.04,113.4,210.82,Orthodox,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,-1,-5,-10,-0.17,-10,-16,-0.3,0,1,0,0,0,-63,30,16,6,0,6.8,-7.62,1.34,0.28,0.23,-0.07,0.16,0.02,0.5,0.66,12/2/2017,210,-230,"Detroit, Michigan, USA",USA,3,4,6,1,-7.62,Francis Ngannou,265,6,1,-7.62
UFC 218: Holloway vs. Aldo 2,Henry Cejudo,Sergio Pettis,Red,Flyweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,36,83,0.43,85,148,0.57,3,5,0.6,0,0,575,16,4,37,162.56,61.23,162.56,Orthodox,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99,0,25,98,0.25,38,112,0.34,0,1,0,0,0,0,18,5,30,167.64,56.7,175.26,Orthodox,3.88,2.91,0.37,0.4,0.65,0.67,0.4,0.85,0,11,-15,0.18,47,36,0.23,3,4,0.6,0,0,575,-2,-1,7,-5.08,4.53,-12.7,-0.11,0.38,0.09,-0.08,-0.05,0.08,-0.2,1.14,12/2/2017,-320,260,"Detroit, Michigan, USA",USA,3,6,7,3,-12.7,Henry Cejudo,125,7,3,-12.7
UFC 218: Holloway vs. Aldo 2,Eddie Alvarez,Justin Gaethje,Red,Lightweight,0,Men,KO/TKO,3,3,239,Herb Dean,1,155,356,0.43,162,366,0.44,1,2,0.5,0,0,20,29,6,40,175.26,70.31,175.26,Orthodox,4.32,4.39,0.41,0.36,0.55,0.92,0.5,2.92,0,122,237,0.51,124,240,0.52,0,1,0,0,0,6,25,4,35,180.34,70.31,177.8,Orthodox,7.35,7.5,0.6,0.25,0.53,0.75,0,0.13,1,33,119,-0.08,38,126,-0.08,1,1,0.5,0,0,14,4,2,5,-5.08,0,-2.54,-3.03,-3.11,-0.19,0.11,0.02,0.17,0.5,2.79,12/2/2017,150,-170,"Detroit, Michigan, USA",USA,2,0,5,2,-2.54,Eddie Alvarez,155,5,2,-2.54
UFC 218: Holloway vs. Aldo 2,Charles Oliveira,Paul Felder,Blue,Lightweight,0,Men,KO/TKO,2,3,246,Dan Miragliotta,0,6,13,0.46,12,20,0.6,2,3,0.66,2,1,172,34,9,34,177.8,70.31,187.96,Orthodox,3.54,3.19,0.53,0.4,0.51,0.55,2.7,2.32,0,31,46,0.67,37,52,0.71,0,0,0,0,0,291,17,6,39,180.34,70.31,177.8,Orthodox,3.7,3.44,0.44,0.28,0.48,0.64,0.2,0.29,0,-25,-33,-0.21,-25,-32,-0.11,2,3,0.66,2,1,-119,17,3,-5,-2.54,0,10.16,-0.16,-0.25,0.09,0.12,0.03,-0.09,2.5,2.03,12/2/2017,-135,115,"Detroit, Michigan, USA",USA,7,3,5,6,10.16,Paul Felder,155,5,4,10.16
UFC 218: Holloway vs. Aldo 2,Alex Oliveira,Yancy Medeiros,Blue,Welterweight,0,Men,KO/TKO,3,3,122,Bobby  Wombacher,2,93,161,0.57,96,164,0.59,2,5,0.4,0,0,185,22,12,36,180.34,77.11,193.04,Orthodox,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,2,75,151,0.49,78,155,0.5,1,1,1,0,1,67,15,8,36,177.8,70.31,190.5,Orthodox,4.36,5.67,0.37,0.5,0.47,0.73,0.7,0.33,0,18,10,0.08,18,9,0.09,1,4,-0.6,0,-1,118,7,4,0,2.54,6.8,2.54,-1.37,-3.12,0.14,-0.12,-0.01,-0.1,-0.1,2.02,12/2/2017,-390,320,"Detroit, Michigan, USA",USA,2,3,0,1,2.54,Yancy Medeiros,170,0,1,2.54
UFC 218: Holloway vs. Aldo 2,David Teymur,Drakkar Klose,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,52,137,0.37,71,164,0.43,1,3,0.33,0,0,49,8,2,34,175.26,70.31,185.42,Southpaw,4.69,3.53,0.43,0.33,0.55,0.77,0,0.94,0,39,100,0.39,55,118,0.47,2,7,0.28,0,0,16,14,2,36,175.26,70.31,177.8,Orthodox,4.33,3.4,0.55,0.3,0.52,0.68,0,1.78,0,13,37,-0.02,16,46,-0.04,-1,-4,0.05,0,0,33,-6,0,-2,0,0,7.62,0.36,0.13,-0.12,0.03,0.03,0.09,0,-0.84,12/2/2017,-130,110,"Detroit, Michigan, USA",USA,0,2,2,2,7.62,David Teymur,155,2,2,7.62
UFC 218: Holloway vs. Aldo 2,Felice Herrig,Cortney Casey,Red,Women's Strawweight,0,Women,Decision - Split,3,3,300,Bobby  Wombacher,0,76,262,0.29,82,268,0.31,1,2,0.5,0,0,95,14,10,39,162.56,52.16,165.1,Orthodox,3.84,5.19,0.37,0.28,0.48,0.75,0.8,1.08,0,91,233,0.39,92,234,0.39,0,0,0,0,1,7,10,10,36,170.18,56.7,170.18,Orthodox,4.29,4,0.39,0.31,0.55,0.39,0.5,0.39,0,-15,29,-0.1,-10,34,-0.08,1,2,0.5,0,-1,88,4,0,3,-7.62,-4.54,-5.08,-0.45,1.19,-0.02,-0.03,-0.07,0.36,0.3,0.69,12/2/2017,-115,-105,"Detroit, Michigan, USA",USA,0,1,3,1,-5.08,Felice Herrig,115,3,1,-5.08
UFC 218: Holloway vs. Aldo 2,Amanda Cooper,Angela Magana,Red,Women's Strawweight,0,Women,KO/TKO,2,3,274,Keith Peterson,0,40,60,0.66,131,184,0.71,1,3,0.33,1,0,480,3,5,32,160.02,52.16,162.56,Switch,3.55,3.2,0.44,0.38,0.51,0.28,1.8,1.53,0,12,31,0.38,17,38,0.45,0,1,0,0,0,0,11,9,40,154.94,52.16,165.1,Orthodox,1.53,4.92,0.28,0.25,0.42,0.28,0.4,0.4,0,28,29,0.28,114,146,0.26,1,2,0.33,1,0,480,-8,-4,-8,5.08,0,-2.54,2.02,-1.72,0.16,0.13,0.09,0,1.4,1.13,12/2/2017,-525,415,"Detroit, Michigan, USA",USA,2,1,8,1,-2.54,Amanda Cooper,115,8,1,-2.54
UFC 218: Holloway vs. Aldo 2,Sabah Homasi,Abdul Razak Alhassan,Blue,Welterweight,0,Men,KO/TKO,1,3,261,Herb Dean,0,39,60,0.65,41,62,0.66,0,2,0,0,0,11,11,8,35,182.88,77.11,182.88,Orthodox,4.98,6.91,0.48,0.5,0.47,0.66,0,2.8,1,27,61,0.44,34,70,0.49,1,3,0.33,0,0,137,12,6,38,177.8,83.91,185.42,Orthodox,3.37,3.99,0.48,0.38,0.55,0.5,0.2,0.89,-1,12,-1,0.21,7,-8,0.17,-1,-1,-0.33,0,0,-126,-1,2,-3,5.08,-6.8,-2.54,1.61,2.92,0,0.12,-0.08,0.16,-0.2,1.91,1/20/2018,168,-195,"Boston, Massachusetts, USA",USA,0,0,3,0,-2.54,Abdul Razak Alhassan,170,3,0,-2.54
UFC 218: Holloway vs. Aldo 2,Jeremy Kimball,Dominick Reyes,Blue,Light Heavyweight,0,Men,Submission,1,3,219,Bobby  Wombacher,0,4,6,0.66,4,6,0.67,1,4,0.25,0,0,60,15,8,33,182.88,92.99,182.88,Switch,2.81,3.84,0.46,0.2,0.49,0.5,0,1.41,0,16,28,0.57,27,42,0.64,1,1,1,1,0,127,12,4,34,193.04,92.99,195.58,Southpaw,4.75,3.77,0.5,0.28,0.48,0.8,0.4,0.36,0,-12,-22,0.09,-23,-36,0.03,0,3,-0.75,-1,0,-67,3,4,-1,-10.16,0,-12.7,-1.94,0.07,-0.04,-0.08,0.01,-0.3,-0.4,1.05,12/2/2017,415,-525,"Detroit, Michigan, USA",USA,1,2,1,1,-12.7,Dominick Reyes,205,1,1,-12.7
UFC 218: Holloway vs. Aldo 2,Justin Willis,Allen Crowder,Red,Heavyweight,0,Men,KO/TKO,1,3,153,Dan Miragliotta,1,22,44,0.5,25,47,0.53,0,0,0,0,0,2,8,2,36,185.42,119.75,198.12,Southpaw,3.37,2.57,0.59,0.66,0.57,0.36,0,0.96,0,15,38,0.39,17,41,0.41,0,0,0,0,0,0,10,4,34,190.5,111.13,193.04,Orthodox,2.95,2.95,0.51,0.33,0.56,1,1.2,1.85,1,7,6,0.11,8,6,0.12,0,0,0,0,0,2,-2,-2,2,-5.08,8.62,5.08,0.42,-0.38,0.08,0.33,0.01,-0.64,-1.2,-0.89,12/2/2017,-230,190,"Detroit, Michigan, USA",USA,1,1,2,0,5.08,Justin Willis,265,2,0,5.08
The Ultimate Fighter: A New World Champion Finale,Nicco Montano,Roxanne Modafferi,Red,Women's Flyweight,1,Women,Decision - Unanimous,5,5,300,John McCarthy,0,186,456,0.4,242,524,0.46,3,6,0.5,1,1,371,5,3,35,165.1,61.23,165.1,Southpaw,5.6,4.43,0.41,0.54,0.64,0.69,0.4,2.25,0,132,403,0.32,154,433,0.36,2,9,0.22,1,0,185,25,21,41,170.18,56.7,175.26,Orthodox,3.35,5.7,0.3,0.23,0.51,0.3,0.1,1.35,0,54,53,0.08,88,91,0.1,1,-3,0.28,0,1,186,-20,-18,-6,-5.08,4.53,-10.16,2.25,-1.27,0.11,0.31,0.13,0.39,0.3,0.9,12/1/2017,-210,175,"Las Vegas, Nevada, USA",USA,0,3,6,3,-10.16,Nicco Montano,125,6,3,-10.16
The Ultimate Fighter: A New World Champion Finale,Sean O'Malley,Terrion Ware,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,141,252,0.55,142,255,0.56,3,6,0.5,0,0,27,18,1,29,180.34,61.23,182.88,Switch,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35,0,88,288,0.3,96,296,0.32,0,2,0,0,0,69,17,9,37,172.72,61.23,180.34,Orthodox,4.02,6.07,0.32,0.22,0.5,0.44,0,0.5,0,53,-36,0.25,46,-41,0.24,3,4,0.5,0,0,-42,1,-8,-8,7.62,0,2.54,3.61,-2.55,0.29,0.2,0.12,0.18,0.3,-0.15,12/1/2017,-230,190,"Las Vegas, Nevada, USA",USA,0,0,8,0,2.54,Sean O'Malley,135,8,0,2.54
The Ultimate Fighter: A New World Champion Finale,Barb Honchak,Lauren Murphy,Blue,Women's Flyweight,0,Women,Decision - Split,3,3,300,John McCarthy,0,71,236,0.3,75,241,0.31,0,0,0,2,0,21,10,4,44,162.56,56.7,165.1,Orthodox,4.04,4.67,0.3,0,0.66,0,1.3,0,0,59,197,0.29,77,222,0.35,2,2,1,0,0,208,16,6,40,165.1,56.7,170.18,Orthodox,4.05,5.25,0.39,0.25,0.55,0.69,0.1,1.03,0,12,39,0.01,-2,19,-0.04,-2,-2,-1,2,0,-187,-6,-2,4,-2.54,0,-5.08,-0.01,-0.58,-0.09,-0.25,0.11,-0.69,1.2,-1.03,12/1/2017,-240,200,"Las Vegas, Nevada, USA",USA,0,0,4,0,-5.08,Lauren Murphy,125,4,0,-5.08
The Ultimate Fighter: A New World Champion Finale,Eric Spicely,Gerald Meerschaert,Blue,Middleweight,0,Men,KO/TKO,2,3,138,Herb Dean,0,17,31,0.54,59,81,0.73,1,5,0.2,1,0,220,12,6,37,185.42,83.91,185.42,Orthodox,3.71,5.72,0.45,0.2,0.55,0.75,1,1.31,1,36,85,0.42,45,95,0.47,0,0,0,0,1,22,36,17,36,185.42,83.91,195.58,Southpaw,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,-1,-19,-54,0.12,14,-14,0.26,1,5,0.2,1,-1,198,-24,-11,1,0,0,-10.16,0.53,2.35,0,-0.18,0.02,0.41,-0.6,-0.86,12/1/2017,150,-170,"Las Vegas, Nevada, USA",USA,1,1,1,0,-10.16,Gerald Meerschaert,185,1,0,-10.16
The Ultimate Fighter: A New World Champion Finale,Joe Soto,Brett Johns,Blue,Bantamweight,0,Men,Submission,1,3,30,Mark Smith,0,0,0,0,0,0,0,0,1,0,0,0,0,18,7,37,167.64,61.23,165.1,Orthodox,3.36,5.37,0.41,0.21,0.67,0.7,1.9,0.85,0,1,9,0.11,1,9,0.11,0,0,0,1,0,0,17,2,32,170.18,61.23,180.34,Orthodox,2.86,3.84,0.49,0.49,0.53,0.58,1,4.92,0,-1,-9,-0.11,-1,-9,-0.11,0,1,0,-1,0,0,1,5,5,-2.54,0,-15.24,0.5,1.53,-0.08,-0.28,0.14,0.12,0.9,-4.07,12/1/2017,145,-165,"Las Vegas, Nevada, USA",USA,1,2,5,1,-15.24,Brett Johns,135,5,1,-15.24
The Ultimate Fighter: A New World Champion Finale,Christina Marks,Montana De La Rosa,Blue,Women's Flyweight,0,Women,Submission,1,3,120,Chris Tognoni,0,10,17,0.58,17,24,0.71,1,1,1,0,0,41,8,9,38,170.18,56.7,175.26,Orthodox,5,3,0.58,1,0.64,0,0,7.5,0,6,17,0.35,8,19,0.42,0,0,0,1,0,25,12,9,29,170.18,56.7,172.72,Orthodox,2.7,3.21,0.36,0.31,0.44,0.64,0.8,1.71,0,4,0,0.23,9,5,0.29,1,1,1,-1,0,16,-4,0,9,0,0,2.54,2.3,-0.21,0.22,0.69,0.2,-0.64,-0.8,5.79,12/1/2017,300,-360,"Las Vegas, Nevada, USA",USA,0,0,9,0,2.54,Montana De La Rosa,125,9,0,2.54
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez,Ryan Janes,Blue,Middleweight,0,Men,KO/TKO,3,3,58,Mark Smith,2,96,183,0.52,113,200,0.56,3,7,0.42,0,0,127,13,7,35,185.42,83.91,187.96,Orthodox,4.3,5.1,0.43,0.36,0.5,1,0,2.55,0,159,267,0.59,200,312,0.64,0,0,0,0,0,14,10,3,42,190.5,83.91,193.04,Orthodox,7.69,5.53,0.48,1,0.59,0.58,0,0.35,2,-63,-84,-0.07,-87,-112,-0.08,3,7,0.42,0,0,113,3,4,-7,-5.08,0,-5.08,-3.39,-0.43,-0.05,-0.64,-0.09,0.42,0,2.2,12/1/2017,-600,450,"Las Vegas, Nevada, USA",USA,1,0,7,1,-5.08,Ryan Janes,185,7,1,-5.08
The Ultimate Fighter: A New World Champion Finale,Ariel Beck,Shana Dobson,Blue,Women's Flyweight,0,Women,KO/TKO,2,3,173,Mark Smith,0,35,102,0.34,35,102,0.34,0,0,0,0,0,9,4,5,33,167.64,56.7,167.64,Southpaw,4.44,4.31,0.34,0,0.64,0,0,0,1,34,95,0.35,36,97,0.37,0,0,0,0,0,0,4,5,34,167.64,56.7,175.26,Orthodox,3.34,5.2,0.37,0.5,0.5,0.14,0,0.84,-1,1,7,-0.01,-1,5,-0.03,0,0,0,0,0,9,0,0,-1,0,0,-7.62,1.1,-0.89,-0.03,-0.5,0.14,-0.14,0,-0.84,12/1/2017,165,-190,"Las Vegas, Nevada, USA",USA,0,0,1,0,-7.62,Shana Dobson,125,1,0,-7.62
The Ultimate Fighter: A New World Champion Finale,Gillian Robertson,Emily Whitmire,Red,Women's Flyweight,0,Women,Submission,1,3,132,Chris Tognoni,0,2,6,0.33,4,8,0.5,1,1,1,1,0,49,13,8,28,165.1,52.16,160.02,Orthodox,2.61,3.12,0.46,0.43,0.56,0.43,1,2.53,0,9,15,0.6,13,20,0.65,0,0,0,0,1,33,4,5,32,165.1,56.7,160.02,Orthodox,2.5,2.98,0.31,0.66,0.54,0.7,0.5,1.9,0,-7,-9,-0.27,-9,-12,-0.15,1,1,1,1,-1,16,9,3,-4,0,-4.54,0,0.11,0.14,0.15,-0.23,0.02,-0.27,0.5,0.63,12/1/2017,165,-190,"Las Vegas, Nevada, USA",USA,1,0,4,1,0,Gillian Robertson,125,4,1,0
UFC Fight Night: Bisping vs. Gastelum,Michael Bisping,Kelvin Gastelum,Blue,Middleweight,0,Men,KO/TKO,1,5,150,Marc Goddard,0,7,24,0.29,7,24,0.29,0,0,0,0,0,0,30,9,45,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,1,14,27,0.51,14,27,0.52,0,0,0,0,0,7,18,9,32,175.26,77.11,180.34,Southpaw,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96,-1,-7,-3,-0.22,-7,-3,-0.23,0,0,0,0,0,-7,12,0,13,10.16,6.8,10.16,0.78,-0.52,-0.03,0.13,0.07,0.04,0.2,0.09,11/25/2017,243,-285,"Shanghai, Hebei, China",China,4,3,13,0,10.16,Kelvin Gastelum,185,13,1,10.16
UFC Fight Night: Bisping vs. Gastelum,Li Jingliang,Zak Ottow,Red,Welterweight,0,Men,KO/TKO,1,3,177,Herb Dean,1,26,50,0.52,27,51,0.53,0,0,0,0,0,13,19,8,36,182.88,77.11,180.34,Orthodox,4.46,3.84,0.42,0.41,0.57,0.6,0,1.25,0,5,17,0.29,5,17,0.29,0,0,0,0,0,0,17,7,37,180.34,77.11,182.88,Orthodox,2.63,2.73,0.36,0.29,0.58,0.57,0.4,0.97,1,21,33,0.23,22,34,0.24,0,0,0,0,0,13,2,1,-1,2.54,0,-2.54,1.83,1.11,0.06,0.12,-0.01,0.03,-0.4,0.28,11/25/2017,-200,170,"Shanghai, Hebei, China",China,3,2,1,1,-2.54,Li Jingliang,170,1,1,-2.54
UFC Fight Night: Bisping vs. Gastelum,Wang Guan,Alex Caceres,Red,Featherweight,0,Men,Decision - Split,3,3,300,Steve Perceval,1,71,164,0.43,75,169,0.44,0,3,0,0,0,24,20,1,38,175.26,65.77,180.34,Orthodox,4.73,3.27,0.43,0,0.6,0,0,0,0,49,123,0.39,49,124,0.4,0,0,0,0,0,22,21,14,35,177.8,65.77,185.42,Southpaw,4.16,2.93,0.5,0.68,0.63,0.64,0.7,0.56,1,22,41,0.04,26,45,0.04,0,3,0,0,0,2,-1,-13,3,-2.54,0,-5.08,0.57,0.34,-0.07,-0.68,-0.03,-0.64,-0.7,-0.56,11/25/2017,120,-140,"Shanghai, Hebei, China",China,0,5,3,5,-5.08,Wang Guan,145,3,5,-5.08
